"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"101","Richie James","NYG","WR","16","2022","311","0.180","1.80","0.22","20.9","17.4","2.9","0.6","6.8","68","57","569","4","372","5.7","49","0.265","1.86","0.27","30.6","261","0.165","1.80","0.21","19.2","1","0.000","","","0.0","","","","","0.0"
"102","Jerick McKinnon","KC","RB","17","2022","306","0.016","1.63","0.22","2.9","2.6","0.0","0.3","2.0","69","56","512","9","-11","-1.6","19","0.158","2.47","0.16","10.5","12","0.000","","","0.0","11","0.091","5.55","0.27","9.1","264","0.004","1.49","0.23","2.3"
"103","Devin Singletary","BUF","RB","16","2022","305","-0.003","0.90","0.15","2.3","1.6","0.7","0.0","3.0","47","38","280","1","-59","-0.6","23","-0.043","1.00","0.17","0.0","47","-0.085","1.22","0.16","2.1","","","","","0.0","235","0.017","0.82","0.15","2.6"
"104","Greg Dortch","ARZ","WR","16","2022","305","0.072","1.49","0.20","12.5","11.5","1.0","0.0","6.2","64","52","467","2","339","3.8","49","0.082","1.66","0.36","14.3","251","0.068","1.24","0.17","12.0","","","","","0.0","5","0.200","12.40","0.60","20.0"
"105","Allen Robinson","LA","WR","10","2022","304","0.138","1.10","0.17","28.0","24.0","3.6","0.3","18.1","52","33","339","3","527","8.6","210","0.186","1.10","0.16","31.0","94","0.032","1.09","0.18","21.3","","","","","0.0","","","","","0.0"
"106","Cooper Kupp","LA","WR","9","2022","303","0.195","2.64","0.31","28.4","23.4","4.3","0.7","14.2","97","75","812","6","701","6.8","134","0.201","2.47","0.35","32.1","162","0.179","2.73","0.28","24.7","","","","","0.0","7","0.429","3.71","0.43","42.9"
"107","Robert Tonyan","GB","TE","17","2022","300","-0.037","1.50","0.20","8.7","8.3","0.0","0.3","12.7","64","53","470","2","326","4.2","61","-0.131","0.68","0.16","4.9","115","-0.061","1.62","0.22","7.8","124","0.032","1.79","0.21","11.3","","","","","0.0"
"108","Rhamondre Stevenson","NE","RB","17","2022","299","0.043","1.38","0.29","7.4","6.4","0.7","0.3","4.3","87","69","421","1","-279","-0.5","8","-0.375","0.63","0.25","0.0","36","0.111","2.78","0.38","13.9","","","","","0.0","255","0.047","1.21","0.27","6.7"
"109","Saquon Barkley","NYG","RB","16","2022","295","-0.007","1.13","0.24","3.4","3.4","0.0","0.0","4.1","73","57","338","0","-172","-1.4","16","-0.063","2.41","0.24","0.0","19","-0.053","1.53","0.42","0.0","15","0.000","0.40","0.27","6.7","245","0.000","1.05","0.23","3.7"
"110","Greg Dulcich","DEN","TE","10","2022","294","0.010","1.37","0.17","13.6","12.6","1.0","0.0","13.6","51","33","411","2","318","5.8","25","0.040","","0.16","16.0","168","0.012","1.08","0.14","16.1","101","0.000","2.19","0.22","8.9","","","","","0.0"
"111","Austin Hooper","TEN","TE","17","2022","292","0.086","1.51","0.19","20.2","19.2","0.7","0.3","13.0","56","41","444","2","278","5.7","43","0.047","1.09","0.11","18.6","157","0.108","1.35","0.20","24.2","92","0.065","1.97","0.22","14.1","","","","","0.0"
"112","Shi Smith","CAR","WR","17","2022","291","0.065","0.99","0.13","16.2","12.7","2.7","0.7","13.7","38","22","296","2","326","5.2","64","0.141","1.11","0.16","17.2","227","0.044","0.96","0.12","15.9","","","","","0.0","","","","","0.0"
"113","Kalif Raymond","DET","WR","17","2022","288","0.250","2.10","0.21","26.0","18.8","5.2","2.1","9.7","62","47","616","0","553","8.9","154","0.240","1.74","0.21","26.0","129","0.287","2.59","0.21","27.1","2","-0.500","","","0.0","3","-0.333","","0.67","0.0"
"114","James Conner","ARZ","RB","13","2022","284","-0.018","1.04","0.19","1.8","1.8","0.0","0.0","3.2","56","46","300","1","-77","-2.3","25","0.000","0.36","0.16","0.0","35","-0.200","0.42","0.08","0.0","2","0.000","","","0.0","222","0.009","1.22","0.22","2.3"
"115","Tyquan Thornton","NE","WR","13","2022","283","0.166","0.87","0.15","23.3","20.5","2.1","0.7","9.9","43","22","247","2","499","8.2","220","0.173","0.93","0.17","25.9","63","0.143","0.67","0.08","14.3","","","","","0.0","","","","","0.0"
"116","DeVante Parker","NE","WR","13","2022","281","0.071","1.87","0.16","22.4","21.7","0.0","0.7","16.4","46","31","539","3","604","8.4","256","0.082","1.84","0.16","23.8","25","-0.040","2.16","0.12","8.0","","","","","0.0","","","","","0.0"
"117","Marquise Goodwin","SEA","WR","13","2022","281","0.160","1.36","0.14","21.7","18.1","2.8","0.7","10.0","41","27","387","4","416","5.7","112","0.241","1.59","0.15","30.4","166","0.102","1.23","0.14","15.7","1","1.000","","","100.0","2","0.000","","","0.0"
"118","Robby Anderson","CAR, ARZ","WR","16","2022","280","0.054","0.99","0.15","16.8","15.0","1.4","0.4","12.9","42","20","282","1","622","8.4","237","0.042","1.08","0.15","16.5","43","0.116","0.53","0.13","18.6","","","","","0.0","","","","","0.0"
"119","Hunter Renfrow","LV","WR","10","2022","280","0.111","1.17","0.18","20.4","18.2","1.8","0.4","11.4","50","36","330","2","328","5.0","40","0.125","2.10","0.40","20.0","239","0.105","1.02","0.14","20.1","","","","","0.0","1","1.000","","","100.0"
"120","Jordan Akins","HST","TE","15","2022","276","-0.007","1.77","0.18","14.9","13.8","0.7","0.4","17.0","50","37","495","5","230","4.5","26","0.000","1.43","0.18","19.2","110","0.000","1.66","0.18","18.2","140","-0.014","1.94","0.18","11.4","","","","","0.0"
"121","David Bell","CLV","WR","16","2022","275","0.018","0.76","0.12","17.5","16.4","0.7","0.4","16.7","33","24","214","0","185","5.1","78","-0.077","0.99","0.15","15.4","197","0.056","0.67","0.10","18.3","","","","","0.0","","","","","0.0"
"122","Darnell Mooney","CHI","WR","12","2022","275","0.105","1.76","0.21","23.6","17.8","4.0","1.8","20.4","59","40","493","2","769","7.4","108","0.213","2.37","0.27","30.6","163","0.043","1.40","0.17","19.6","","","","","0.0","4","-0.250","","","0.0"
"123","Van Jefferson","LA","WR","11","2022","274","0.157","1.34","0.15","27.4","23.7","2.9","0.7","15.3","41","24","369","3","470","9.7","197","0.142","1.17","0.14","27.9","76","0.211","1.82","0.17","26.3","1","-1.000","","","0.0","","","","","0.0"
"124","Alvin Kamara","NO","RB","15","2022","274","0.047","1.75","0.26","6.9","6.6","0.4","0.0","2.2","73","57","490","2","38","-0.6","20","-0.050","1.05","0.14","0.0","13","0.462","1.77","0.54","46.2","2","0.000","2.50","0.50","0.0","239","0.033","1.80","0.25","5.4"
"125","Dante Pettis","CHI","WR","17","2022","269","0.134","0.89","0.14","25.7","19.0","5.6","1.1","20.1","37","19","245","3","329","9.0","150","0.187","1.09","0.11","32.0","119","0.067","0.66","0.17","17.6","","","","","0.0","","","","","0.0"
"126","Jauan Jennings","SF","WR","16","2022","267","0.172","1.52","0.20","25.5","22.5","2.6","0.4","11.2","54","35","416","1","276","6.3","123","0.203","1.65","0.17","27.6","144","0.146","1.41","0.22","23.6","","","","","0.0","","","","","0.0"
"127","Aaron Jones","GB","RB","17","2022","266","0.015","1.45","0.26","4.1","4.1","0.0","0.0","2.3","72","59","395","5","-168","-2.0","44","-0.023","0.93","0.22","2.3","37","0.027","2.63","0.50","5.4","18","-0.056","0.56","0.11","0.0","167","0.030","1.42","0.24","4.8"
"128","Trey McBride","ARZ","TE","15","2022","264","0.015","1.00","0.15","10.2","9.5","0.8","0.0","9.5","39","29","265","1","232","5.1","30","-0.067","0.43","0.10","10.0","88","-0.011","0.51","0.11","11.4","130","0.062","1.52","0.18","10.8","16","-0.063","0.50","0.13","0.0"
"129","Nelson Agholor","NE","WR","16","2022","264","0.057","1.37","0.19","21.6","19.3","1.9","0.4","18.6","51","31","362","2","511","6.5","182","0.110","1.31","0.19","26.4","82","-0.061","1.49","0.20","11.0","","","","","0.0","","","","","0.0"
"130","Travis Etienne","JAX","RB","17","2022","264","0.011","1.17","0.16","1.5","1.1","0.4","0.0","0.8","43","35","316","0","-110","-2.2","24","-0.042","0.08","0.08","0.0","11","0.000","1.64","0.18","0.0","","","","","0.0","229","0.017","1.26","0.17","1.7"
"131","Nico Collins","HST","WR","10","2022","263","0.137","1.83","0.24","28.1","25.5","2.3","0.4","17.5","63","37","481","2","344","9.3","241","0.141","1.83","0.24","29.0","22","0.091","1.77","0.27","18.2","","","","","0.0","","","","","0.0"
"132","Kendall Hinton","DEN","WR","11","2022","262","0.115","1.16","0.12","19.5","17.9","1.5","0.0","9.5","31","24","311","0","229","7.1","120","0.058","1.23","0.11","14.2","142","0.162","1.10","0.12","23.9","","","","","0.0","","","","","0.0"
"133","Joe Mixon","CIN","RB","14","2022","261","-0.019","1.67","0.27","1.1","1.1","0.0","0.0","3.1","70","60","441","2","7","-0.9","32","-0.031","1.70","0.21","3.1","17","-0.059","1.76","0.24","0.0","","","","","0.0","212","-0.014","1.66","0.28","0.9"
"134","Terrace Marshall","CAR","WR","14","2022","261","0.130","1.81","0.17","25.7","22.6","2.3","0.8","16.1","47","28","490","1","597","9.1","239","0.109","1.96","0.18","24.7","22","0.364","0.26","0.09","36.4","","","","","0.0","","","","","0.0"
"135","Romeo Doubs","GB","WR","13","2022","258","0.105","1.60","0.25","23.3","18.6","3.5","1.2","17.4","66","42","425","3","613","6.3","202","0.084","1.46","0.25","23.3","56","0.179","2.10","0.25","23.2","","","","","0.0","","","","","0.0"
"136","Kendrick Bourne","NE","WR","16","2022","255","0.086","1.68","0.18","18.4","17.6","0.8","0.0","10.6","46","35","434","1","368","7.4","184","0.087","1.79","0.19","18.5","71","0.085","1.37","0.15","18.3","","","","","0.0","","","","","0.0"
"137","Justin Watson","KC","WR","17","2022","253","0.123","1.22","0.12","26.9","22.9","3.2","0.8","18.2","31","15","315","2","579","9.6","169","0.083","1.55","0.12","24.9","83","0.217","0.54","0.12","31.3","1","-1.000","","","0.0","","","","","0.0"
"138","Rondale Moore","ARZ","WR","8","2022","251","0.120","1.64","0.22","17.9","16.7","0.8","0.4","7.6","55","41","414","1","284","4.3","102","0.088","1.78","0.19","15.7","145","0.138","1.51","0.22","19.3","","","","","0.0","4","0.250","2.75","0.75","25.0"
"139","Phillip Dorsett","HST","WR","15","2022","247","0.126","1.02","0.16","22.3","19.0","3.2","0.0","12.6","40","20","257","1","351","9.3","202","0.149","0.86","0.16","22.8","45","0.022","1.74","0.17","20.0","","","","","0.0","","","","","0.0"
"140","Daniel Bellinger","NYG","TE","12","2022","245","0.020","1.08","0.13","9.4","8.2","1.2","0.0","8.6","33","30","268","2","-17","4.2","43","-0.116","1.49","0.16","7.0","70","0.000","0.34","0.06","10.0","128","0.055","1.08","0.15","8.6","4","0.750","9.75","0.50","50.0"
"141","Najee Harris","PIT","RB","17","2022","244","0.008","0.92","0.21","4.1","3.7","0.4","0.0","3.3","53","41","229","3","40","-0.8","18","0.000","0.33","0.06","0.0","15","-0.067","0.93","0.20","6.7","4","0.000","1.00","0.25","0.0","207","0.014","0.97","0.23","4.3"
"142","Mo Alie-Cox","IND","TE","17","2022","244","-0.008","0.76","0.11","14.8","13.9","0.4","0.4","16.8","27","19","189","3","146","5.6","32","0.031","","0.03","18.8","78","-0.051","0.39","0.05","16.7","134","0.007","1.16","0.16","12.7","","","","","0.0"
"143","Isaiah Likely","BLT","TE","16","2022","242","0.083","1.51","0.22","15.7","12.8","2.1","0.8","11.2","55","36","373","3","241","4.1","45","0.044","1.24","0.16","13.3","152","0.105","1.77","0.24","17.8","44","0.045","0.91","0.22","11.4","1","0.000","","","0.0"
"144","Darren Waller","LV","TE","9","2022","240","0.233","1.61","0.17","27.9","23.3","4.2","0.4","9.2","42","28","388","3","586","5.0","50","0.380","1.60","0.22","40.0","146","0.178","1.26","0.14","22.6","43","0.256","2.86","0.23","32.6","1","0.000","","","0.0"
"145","Isaiah Hodgins","BUF, NYG","WR","10","2022","239","0.109","1.62","0.19","18.4","14.6","2.9","0.8","12.1","46","37","392","4","200","7.8","208","0.091","1.51","0.18","17.3","31","0.226","2.39","0.26","25.8","","","","","0.0","","","","","0.0"
"146","Raheem Mostert","MIA","RB","16","2022","239","0.046","0.84","0.16","5.9","5.4","0.4","0.0","1.7","38","31","202","2","25","-0.9","14","-0.143","2.21","0.14","0.0","53","0.075","0.06","0.13","9.4","","","","","0.0","172","0.052","0.97","0.17","5.2"
"147","Treylon Burks","TEN","WR","11","2022","239","0.134","1.85","0.23","23.8","20.5","2.9","0.4","13.8","55","33","444","1","645","6.7","186","0.108","1.78","0.23","23.1","52","0.231","2.00","0.21","26.9","1","0.000","8.00","1.00","0.0","","","","","0.0"
"148","Rachaad White","TB","RB","17","2022","238","0.025","1.21","0.24","2.9","2.9","0.0","0.0","0.4","57","50","290","2","-261","-1.1","12","0.167","-0.17","0.25","16.7","8","0.125","3.00","0.50","12.5","","","","","0.0","218","0.014","1.22","0.23","1.8"
"149","Christian Watson","GB","WR","14","2022","238","0.122","2.52","0.27","23.5","20.6","2.5","0.4","13.9","65","41","611","7","608","6.6","156","0.071","2.48","0.26","22.4","79","0.228","2.49","0.28","26.6","2","0.000","6.50","0.50","0.0","1","0.000","4.00","1.00","0.0"
"150","Harrison Bryant","CLV","TE","17","2022","237","0.025","0.98","0.17","15.2","13.5","1.3","0.4","13.9","42","31","239","1","233","5.3","32","-0.031","0.63","0.16","15.6","102","0.000","1.03","0.15","17.6","97","0.082","0.99","0.20","13.4","6","-0.167","2.00","0.17","0.0"
"151","Kareem Hunt","CLV","RB","17","2022","231","-0.039","0.89","0.17","2.2","2.2","0.0","0.0","6.1","41","35","210","1","-122","-0.4","20","0.000","","","10.0","12","-0.167","2.15","0.31","0.0","20","-0.050","1.10","0.14","0.0","179","-0.034","0.87","0.19","1.7"
"152","Noah Gray","KC","TE","17","2022","229","0.048","1.29","0.15","11.8","10.9","0.9","0.0","7.9","34","28","299","1","126","4.6","30","0.100","0.68","0.16","23.3","55","0.073","0.79","0.09","12.7","144","0.028","1.63","0.16","9.0","","","","","0.0"
"153","Keelan Cole","LV","WR","14","2022","228","0.136","0.61","0.09","25.0","23.2","1.8","0.0","13.2","21","10","141","1","362","7.1","84","0.155","1.07","0.12","32.1","144","0.125","0.34","0.08","20.8","","","","","0.0","","","","","0.0"
"154","Equanimeous St. Brown","CHI","WR","16","2022","228","0.083","1.39","0.16","21.5","18.0","3.1","0.4","16.7","37","21","323","1","274","8.1","162","0.160","1.55","0.15","25.9","63","-0.111","1.05","0.20","11.1","3","0.000","","","0.0","","","","","0.0"
"155","Will Dissly","SEA","TE","15","2022","227","-0.013","1.52","0.17","10.6","9.3","1.3","0.0","13.2","38","34","349","3","126","3.7","22","-0.182","1.57","0.13","0.0","55","0.018","1.05","0.13","14.5","137","0.000","1.71","0.17","11.7","13","0.000","1.46","0.31","0.0"
"156","Jonathan Taylor","IND","RB","11","2022","226","-0.018","0.62","0.15","1.3","0.9","0.4","0.0","3.5","35","28","143","0","-169","-2.5","9","0.000","0.44","0.11","11.1","6","0.167","0.67","0.17","16.7","","","","","0.0","211","-0.024","0.63","0.15","0.5"
"157","Michael Carter","NYJ","RB","16","2022","225","0.031","1.26","0.22","5.3","5.3","0.0","0.0","2.2","50","41","288","0","46","-0.1","13","0.154","0.62","0.08","15.4","13","0.000","1.46","0.31","0.0","45","0.022","1.36","0.18","4.4","154","0.026","1.27","0.24","5.2"
"158","D'Andre Swift","DET","RB","14","2022","225","0.067","1.71","0.30","7.1","5.8","0.9","0.4","2.2","67","48","389","3","-147","-1.7","25","-0.120","0.20","0.12","0.0","15","0.133","2.47","0.40","13.3","","","","","0.0","185","0.086","1.86","0.31","7.6"
"159","Samaje Perine","CIN","RB","16","2022","219","0.014","1.29","0.22","3.2","3.2","0.0","0.0","1.4","48","38","287","4","-188","-1.3","17","0.059","0.44","0.28","5.9","22","-0.045","0.50","0.17","4.5","","","","","0.0","180","0.017","1.48","0.22","2.8"
"160","Nick Chubb","CLV","RB","17","2022","214","-0.014","1.11","0.15","0.9","0.5","0.5","0.0","2.8","33","27","239","1","-21","-0.4","32","-0.031","","","3.1","10","0.000","","0.10","0.0","7","-0.143","","","0.0","165","-0.006","1.43","0.19","0.6"
"161","Antonio Gibson","WAS","RB","15","2022","213","0.028","1.62","0.26","5.2","3.8","1.4","0.0","3.8","57","46","353","2","-22","-1.0","32","0.031","1.00","0.18","9.4","21","0.095","2.71","0.33","14.3","","","","","0.0","160","0.019","1.60","0.27","3.1"
"162","Tony Pollard","DAL","RB","16","2022","211","-0.009","1.75","0.24","2.4","1.4","0.9","0.0","4.3","50","39","371","3","-48","-1.1","31","-0.065","0.69","0.16","0.0","24","0.000","0.71","0.33","0.0","","","","","0.0","156","0.000","2.13","0.24","3.2"
"163","Julio Jones","TB","WR","10","2022","211","0.028","1.39","0.20","19.4","19.0","0.5","0.0","16.6","43","24","299","2","442","8.1","161","0.056","1.57","0.22","23.0","50","-0.060","0.83","0.13","8.0","","","","","0.0","","","","","0.0"
"164","Randall Cobb","GB","WR","13","2022","211","0.109","1.90","0.22","20.9","18.0","1.9","0.9","12.8","49","34","417","1","358","5.5","40","0.025","1.21","0.26","20.0","168","0.131","2.06","0.21","20.8","","","","","0.0","3","0.000","3.00","0.33","33.3"
"165","Cameron Brate","TB","TE","11","2022","209","-0.024","0.83","0.17","11.0","9.6","1.4","0.0","14.8","35","20","174","0","243","4.7","40","-0.100","0.35","0.08","12.5","113","-0.009","1.00","0.19","10.6","56","0.000","0.82","0.18","10.7","","","","","0.0"
"166","Jeffery Wilson","SF, MIA","RB","16","2022","207","0.014","0.89","0.17","4.3","3.9","0.5","0.0","2.9","36","22","185","1","-48","-1.5","24","-0.125","0.56","0.12","4.2","36","0.111","0.78","0.14","8.3","2","0.000","","","0.0","145","0.014","0.98","0.19","3.4"
"167","Kylen Granson","IND","TE","13","2022","206","0.049","1.44","0.19","15.0","14.1","1.0","0.0","11.2","39","31","302","0","11","6.0","18","0.333","3.00","0.28","38.9","114","0.088","1.13","0.17","15.8","74","-0.081","1.54","0.18","8.1","","","","","0.0"
"168","Tommy Tremble","CAR","TE","17","2022","201","0.050","0.84","0.14","12.9","11.9","0.5","0.5","9.0","30","19","174","3","266","5.6","10","0.200","2.42","0.25","30.0","30","-0.067","0.32","0.16","6.7","158","0.063","0.77","0.13","13.3","3","0.000","3.67","0.33","0.0"
"169","David Montgomery","CHI","RB","16","2022","199","-0.055","1.57","0.19","2.0","2.0","0.0","0.0","7.5","39","34","316","1","-128","-1.1","23","-0.087","2.00","0.13","0.0","29","-0.069","1.28","0.21","3.4","","","","","0.0","147","-0.048","1.56","0.20","2.0"
"170","Kenneth Walker","SEA","RB","15","2022","197","0.015","0.83","0.17","4.6","4.6","0.0","0.0","3.0","34","27","165","0","-70","-1.5","38","-0.026","0.79","0.13","5.3","22","0.091","0.73","0.32","18.2","","","","","0.0","137","0.015","0.86","0.16","2.2"
"171","Miles Sanders","PHI","RB","17","2022","196","-0.026","0.39","0.13","1.5","1.5","0.0","0.0","3.6","26","20","78","0","-39","-0.2","26","-0.038","","0.04","0.0","18","0.056","","","5.6","","","","","0.0","152","-0.033","0.51","0.16","1.3"
"172","C.J. Uzomah","NYJ","TE","15","2022","195","0.015","1.17","0.13","12.3","11.3","0.5","0.5","11.8","26","21","232","2","117","3.0","19","0.000","0.37","0.11","15.8","59","-0.102","0.45","0.02","10.2","116","0.078","1.66","0.19","12.9","1","0.000","","","0.0"
"173","Jarvis Landry","NO","WR","9","2022","194","0.098","1.39","0.19","23.2","19.6","3.1","0.5","16.0","38","25","272","1","254","7.0","58","0.190","1.73","0.24","31.0","134","0.060","1.24","0.17","20.1","1","0.000","3.00","1.00","0.0","1","0.000","","","0.0"
"174","Jelani Woods","IND","TE","15","2022","193","0.078","1.58","0.20","16.6","11.9","4.1","0.5","13.5","39","25","312","3","245","7.1","33","-0.030","1.85","0.27","24.2","78","0.128","1.16","0.15","16.7","82","0.073","1.88","0.21","13.4","","","","","0.0"
"175","Mecole Hardman","KC","WR","8","2022","192","0.104","1.50","0.17","20.3","18.2","2.1","0.0","11.5","33","25","297","4","269","6.6","91","0.077","1.04","0.11","18.7","97","0.134","1.91","0.22","22.7","1","0.000","","","0.0","3","0.000","2.33","0.33","0.0"
"176","Colby Parkinson","SEA","TE","17","2022","190","0.053","1.65","0.17","14.7","12.6","2.1","0.0","11.6","33","25","322","2","247","4.3","26","-0.115","0.96","0.15","15.4","66","0.121","1.28","0.16","15.2","95","0.053","2.17","0.18","14.7","3","0.000","","0.33","0.0"
"177","Ezekiel Elliott","DAL","RB","15","2022","189","-0.005","0.48","0.12","3.7","3.7","0.0","0.0","3.7","23","17","92","0","-100","-1.4","19","0.053","","","15.8","2","0.000","","","0.0","7","0.000","","0.29","0.0","161","-0.012","0.56","0.13","2.5"
"178","Tre' McKitty","LAC","TE","17","2022","185","-0.043","0.38","0.08","6.5","5.4","1.1","0.0","11.4","15","10","72","0","27","4.1","14","-0.143","0.64","0.07","0.0","60","0.000","0.19","0.03","8.3","110","-0.055","0.46","0.11","6.4","1","0.000","","","0.0"
"179","A.J. Dillon","GB","RB","17","2022","182","0.000","1.11","0.23","2.7","2.7","0.0","0.0","2.7","42","28","206","0","-132","-2.0","12","-0.083","1.00","0.25","8.3","13","0.000","2.08","0.46","0.0","8","0.000","2.50","0.25","0.0","149","0.007","0.97","0.20","2.7"
"180","Kyle Pitts","ATL","TE","10","2022","181","0.182","1.87","0.30","28.7","24.3","3.9","0.6","15.5","57","28","356","2","793","7.2","52","0.288","2.06","0.35","32.7","81","0.123","1.22","0.26","28.4","45","0.156","2.35","0.31","24.4","3","0.333","9.33","0.33","33.3"
"181","Rex Burkhead","HST","RB","16","2022","181","0.028","1.12","0.26","5.5","5.5","0.0","0.0","2.8","48","37","204","1","69","-1.0","17","0.000","0.53","0.29","5.9","31","0.065","1.16","0.26","9.7","","","","","0.0","133","0.023","1.19","0.26","4.5"
"182","Marquez Callaway","NO","WR","14","2022","180","0.022","0.86","0.17","17.8","14.4","2.8","0.6","19.4","31","16","158","1","330","9.3","166","0.018","0.84","0.17","18.1","14","0.071","1.14","0.14","14.3","","","","","0.0","","","","","0.0"
"183","Jack Stoll","PHI","TE","17","2022","176","0.000","0.69","0.08","13.1","12.5","0.6","0.0","13.1","14","11","123","0","-61","4.3","17","0.059","0.76","0.12","17.6","58","0.000","0.68","0.05","15.5","101","-0.010","0.69","0.09","10.9","","","","","0.0"
"184","Rashid Shaheed","NO","WR","12","2022","171","0.181","2.78","0.19","25.1","19.9","4.7","0.6","12.3","34","27","487","2","196","7.3","127","0.134","2.53","0.16","22.8","43","0.326","3.56","0.31","32.6","","","","","0.0","1","0.000","","","0.0"
"185","Tre'Quan Smith","NO","WR","15","2022","170","0.076","1.62","0.15","18.8","17.6","1.2","0.0","12.4","26","19","278","1","346","7.4","64","0.016","0.92","0.14","14.1","106","0.113","2.04","0.16","21.7","","","","","0.0","","","","","0.0"
"186","Latavius Murray","DEN, NO","RB","13","2022","169","-0.012","0.78","0.18","1.2","1.2","0.0","0.0","2.4","31","27","132","0","-195","-2.3","7","-0.143","","","0.0","8","0.000","2.63","0.63","0.0","2","0.000","","","0.0","152","-0.007","0.73","0.17","1.3"
"187","Sammy Watkins","GB, BLT","WR","12","2022","168","-0.018","1.90","0.16","16.7","13.7","2.4","0.6","20.8","27","16","325","0","354","6.4","142","-0.028","2.16","0.16","16.2","26","0.038","0.46","0.15","19.2","","","","","0.0","","","","","0.0"
"188","Eric Saubert","DEN","TE","17","2022","168","0.083","0.88","0.14","13.7","12.5","0.6","0.6","7.1","23","15","148","1","172","3.9","14","0.071","0.71","0.14","14.3","70","0.086","0.36","0.07","15.7","84","0.083","1.35","0.19","11.9","","","","","0.0"
"189","Scott Miller","TB","WR","14","2022","166","0.163","1.10","0.24","20.5","18.1","2.4","0.0","6.6","40","23","185","0","423","6.3","125","0.168","1.19","0.26","20.0","41","0.146","0.83","0.17","22.0","","","","","0.0","","","","","0.0"
"190","Braxton Berrios","NYJ","WR","17","2022","166","0.090","0.86","0.19","19.3","16.9","2.4","0.0","12.7","32","18","145","0","148","3.5","64","0.109","0.62","0.23","26.6","100","0.080","0.95","0.16","15.0","1","0.000","","","0.0","1","0.000","8.00","1.00","0.0"
"191","Trenton Irwin","CIN","WR","9","2022","165","0.061","1.36","0.13","16.4","13.9","2.4","0.0","12.7","22","15","231","4","223","7.1","106","0.075","1.47","0.13","18.9","59","0.034","1.15","0.14","11.9","","","","","0.0","","","","","0.0"
"192","Marcus Johnson","NYG","WR","14","2022","165","0.200","0.58","0.12","30.3","27.9","2.4","0.0","12.7","21","9","99","0","259","10.3","147","0.190","0.52","0.13","29.3","18","0.278","1.00","0.10","38.9","","","","","0.0","","","","","0.0"
"193","Mitchell Wilcox","CIN","TE","16","2022","165","0.000","0.82","0.11","9.1","8.5","0.6","0.0","9.1","18","17","139","1","43","4.7","25","-0.080","","","8.0","25","0.120","1.00","0.07","16.0","113","-0.018","0.97","0.14","7.1","2","0.500","","","50.0"
"194","Darrell Henderson","LA","RB","10","2022","165","-0.030","0.61","0.13","1.8","1.8","0.0","0.0","4.8","21","17","102","0","21","-2.2","22","-0.227","","0.09","4.5","24","0.000","0.32","0.12","4.2","1","0.000","","","0.0","118","0.000","0.80","0.14","0.8"
"195","Tutu Atwell","LA","WR","13","2022","165","0.127","1.80","0.21","21.2","17.6","3.0","0.6","12.1","35","18","298","1","322","7.8","77","0.156","2.25","0.22","22.1","87","0.092","1.42","0.19","19.5","","","","","0.0","1","1.000","","1.00","100.0"
"196","Eno Benjamin","HST, ARZ, NO","RB","14","2022","164","-0.012","1.16","0.19","1.2","1.2","0.0","0.0","1.8","31","25","193","0","-46","-1.5","16","-0.063","1.44","0.25","0.0","22","0.045","1.00","0.14","4.5","","","","","0.0","126","-0.016","1.16","0.19","0.8"
"197","Zach Gentry","PIT","TE","17","2022","162","-0.006","0.81","0.14","6.8","5.6","1.2","0.0","8.6","23","19","132","0","28","3.1","3","0.000","","","0.0","11","0.000","","","9.1","148","-0.007","0.89","0.16","6.8","","","","","0.0"
"198","Kenneth Gainwell","PHI","RB","17","2022","161","0.031","1.01","0.17","4.3","3.1","1.2","0.0","1.9","28","23","169","0","-99","-1.2","18","0.056","0.39","0.17","5.6","16","0.125","","","12.5","3","0.000","","","0.0","124","0.016","1.27","0.20","3.2"
"199","Jaylen Warren","PIT","RB","16","2022","160","-0.013","1.31","0.20","1.9","1.9","0.0","0.0","2.5","32","28","214","0","-101","-1.9","7","-0.143","","","0.0","5","0.000","1.80","0.20","0.0","9","-0.111","0.78","0.33","0.0","139","0.000","1.39","0.20","2.2"
"200","Dameon Pierce","HST","RB","13","2022","157","-0.019","1.05","0.23","1.9","1.9","0.0","0.0","3.8","36","30","165","1","-155","-1.4","11","-0.091","1.73","0.18","0.0","10","-0.100","","0.10","0.0","","","","","0.0","136","-0.007","1.07","0.24","2.2"
"201","Chigoziem Okonkwo","TEN","TE","17","2022","157","0.038","2.83","0.28","14.0","14.0","0.0","0.0","10.2","45","32","450","3","179","3.2","24","0.125","2.08","0.38","16.7","58","-0.034","2.73","0.20","12.1","61","0.033","2.48","0.26","11.5","14","0.214","6.07","0.57","28.6"
