"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"104","Demario Douglas","NE","WR","14","2023","309","0.117","1.80","0.25","18.1","15.2","2.9","0.0","9.4","78","49","561","0","650","4.4","98","0.102","1.91","0.24","16.3","209","0.124","1.76","0.25","19.1","","","","","0.0","","","","","0.0"
"105","Austin Ekeler","LAC","RB","14","2023","304","0.007","1.40","0.23","2.3","1.6","0.7","0.0","2.3","71","51","436","1","-72","-2.0","30","-0.033","0.06","0.13","3.3","20","-0.050","1.80","0.20","0.0","1","0.000","","","0.0","","","","","0.0"
"106","Kyren Williams","LA","RB","12","2023","300","-0.003","0.68","0.16","1.3","1.3","0.0","0.0","1.7","47","32","206","3","2","-1.4","14","0.000","","","0.0","20","-0.100","","0.15","5.0","","","","","0.0","","","","","0.0"
"107","Josh Palmer","LAC","WR","10","2023","299","0.161","1.89","0.19","21.4","18.1","2.7","0.7","9.0","59","38","581","2","720","7.1","184","0.136","1.96","0.18","22.8","114","0.202","1.81","0.21","19.3","","","","","0.0","","","","","0.0"
"108","DeVante Parker","NE","WR","13","2023","299","0.003","1.28","0.18","12.4","10.4","2.0","0.0","13.4","55","33","394","0","611","7.6","255","0.004","1.50","0.18","12.9","44","0.000","0.02","0.18","9.1","","","","","0.0","","","","","0.0"
"109","Justin Watson","KC","WR","16","2023","297","0.131","1.47","0.17","20.9","18.2","1.7","1.0","11.1","53","27","460","3","962","10.9","197","0.102","0.91","0.15","20.3","100","0.190","2.50","0.20","22.0","","","","","0.0","","","","","0.0"
"110","Michael Thomas","NO","WR","10","2023","296","0.017","1.49","0.21","16.9","15.2","1.4","0.3","16.6","62","39","448","1","643","7.5","203","0.025","1.50","0.22","18.2","93","0.000","1.48","0.18","14.0","","","","","0.0","","","","","0.0"
"111","Jahmyr Gibbs","DET","RB","15","2023","295","0.041","1.07","0.24","4.4","4.4","0.0","0.0","0.3","70","52","316","1","-2","-1.3","33","0.152","0.65","0.15","15.2","34","0.029","0.68","0.21","2.9","","","","","0.0","","","","","0.0"
"112","Noah Fant","SEA","TE","17","2023","295","-0.017","1.38","0.14","7.1","5.8","1.4","0.0","10.2","42","32","414","0","315","5.4","32","0.094","","","15.6","125","-0.088","0.70","0.10","6.4","125","0.024","2.31","0.20","6.4","","","","","0.0"
"113","Breece Hall","NYJ","RB","17","2023","295","0.024","1.99","0.30","3.7","3.7","0.0","0.0","1.4","89","76","591","4","-38","-1.0","38","0.053","1.26","0.18","13.2","10","0.000","2.00","0.30","0.0","14","0.071","1.36","0.29","7.1","","","","","0.0"
"114","Rashod Bateman","BLT","WR","16","2023","294","0.231","1.23","0.18","27.2","23.1","3.7","0.3","8.5","55","32","367","1","811","9.4","263","0.228","1.23","0.19","27.8","30","0.267","1.32","0.16","23.3","1","0.000","","","0.0","","","","","0.0"
"115","Antonio Gibson","WAS","RB","16","2023","294","0.000","1.31","0.19","1.0","0.7","0.3","0.0","1.4","57","48","389","2","-15","-1.5","18","0.111","3.50","0.17","11.1","11","-0.182","0.55","0.09","0.0","4","0.000","2.75","0.25","0.0","","","","","0.0"
"116","Khalil Shakir","BUF","WR","17","2023","292","0.096","2.01","0.15","16.4","14.7","1.4","0.3","8.9","45","39","611","2","386","5.8","64","-0.016","0.65","0.06","9.4","227","0.132","2.40","0.17","18.5","","","","","0.0","","","","","0.0"
"117","Gerald Everett","LAC","TE","15","2023","291","0.024","1.37","0.23","6.9","5.8","0.7","0.3","5.8","70","51","411","3","287","4.2","41","0.122","0.83","0.20","17.1","112","0.000","0.87","0.18","4.5","129","0.008","2.04","0.29","5.4","","","","","0.0"
"118","Jerome Ford","CLV","RB","17","2023","288","0.003","1.08","0.21","1.7","1.4","0.3","0.0","1.7","62","44","319","5","38","-1.2","14","0.071","1.36","0.14","7.1","16","0.000","1.24","0.41","0.0","31","-0.032","2.00","0.16","3.2","","","","","0.0"
"119","Tank Dell","HST","WR","11","2023","288","0.257","2.40","0.25","27.8","24.7","3.1","0.0","5.2","75","47","709","7","1083","8.6","203","0.281","2.96","0.28","30.5","83","0.205","1.09","0.19","21.7","","","","","0.0","","","","","0.0"
"120","Adam Trautman","DEN","TE","17","2023","286","-0.007","0.68","0.12","6.3","5.2","0.7","0.3","8.4","35","22","204","3","293","4.6","47","0.043","0.66","0.06","10.6","103","-0.039","0.58","0.11","7.8","136","0.000","0.76","0.14","3.7","","","","","0.0"
"121","Mike Gesicki","NE","TE","17","2023","283","0.011","0.84","0.15","12.0","10.6","1.4","0.0","12.4","44","29","244","2","401","5.0","54","0.093","0.62","0.20","22.2","203","0.015","0.95","0.14","10.8","26","-0.192","0.50","0.12","0.0","","","","","0.0"
"122","Juwan Johnson","NO","TE","13","2023","280","0.046","1.29","0.20","9.3","7.9","1.1","0.4","6.4","58","37","368","4","506","5.2","45","0.022","0.93","0.24","13.3","168","0.054","1.29","0.21","10.1","66","0.045","1.46","0.15","4.5","","","","","0.0"
"123","Nick Westbrook-Ikhine","TEN","WR","14","2023","277","0.014","1.30","0.15","11.9","11.2","0.7","0.0","11.2","44","28","370","3","559","7.6","133","0.015","1.25","0.18","15.0","144","0.014","1.35","0.13","9.0","","","","","0.0","","","","","0.0"
"124","Chuba Hubbard","CAR","RB","17","2023","276","0.007","0.84","0.15","1.1","0.7","0.4","0.0","0.7","43","39","233","0","-43","-2.6","15","0.000","0.67","0.07","6.7","3","0.000","2.67","0.33","0.0","","","","","0.0","","","","","0.0"
"125","Braxton Berrios","MIA","WR","16","2023","274","0.040","0.85","0.12","12.0","11.3","0.4","0.4","7.7","33","27","238","1","240","5.0","105","-0.019","0.93","0.10","11.4","168","0.077","0.81","0.13","12.5","","","","","0.0","","","","","0.0"
"126","Zay Jones","JAX","WR","9","2023","272","0.099","1.17","0.23","19.9","19.5","0.4","0.0","10.3","63","34","321","2","851","8.0","198","0.086","1.34","0.26","20.2","74","0.135","0.72","0.16","18.9","","","","","0.0","","","","","0.0"
"127","Tyjae Spears","TEN","RB","17","2023","271","0.041","1.39","0.25","4.8","4.4","0.0","0.4","1.5","68","52","385","1","-11","-1.8","30","0.133","0.93","0.27","13.3","30","-0.033","3.42","0.39","6.7","12","0.000","0.42","0.25","0.0","","","","","0.0"
"128","Odell Beckham","BLT","WR","14","2023","265","0.102","2.10","0.23","20.4","17.4","2.3","0.8","14.0","62","35","565","3","912","7.8","238","0.105","1.94","0.22","20.2","27","0.074","3.46","0.36","22.2","","","","","0.0","","","","","0.0"
"129","Noah Gray","KC","TE","17","2023","265","0.019","1.12","0.14","9.4","7.9","1.5","0.0","9.1","39","28","305","2","274","5.5","60","-0.017","0.37","0.13","11.7","101","-0.010","0.98","0.11","8.9","102","0.069","1.71","0.19","8.8","","","","","0.0"
"130","Devin Singletary","HST","RB","17","2023","263","-0.019","0.71","0.14","0.8","0.8","0.0","0.0","2.7","38","30","193","0","-11","-1.6","20","0.000","0.48","0.04","5.0","27","-0.148","0.22","0.07","0.0","","","","","0.0","","","","","0.0"
"131","Chris Moore","TEN","WR","17","2023","262","0.057","1.60","0.13","12.6","11.8","0.8","0.0","7.6","34","22","424","0","607","8.9","168","0.065","1.61","0.11","14.9","94","0.043","1.57","0.16","8.5","","","","","0.0","","","","","0.0"
"132","Brandon Powell","MIN","WR","17","2023","260","0.035","1.23","0.15","11.5","9.6","1.9","0.0","9.6","40","29","324","1","323","6.6","91","0.022","1.46","0.22","16.5","169","0.041","1.11","0.12","8.9","","","","","0.0","","","","","0.0"
"133","Saquon Barkley","NYG","RB","14","2023","259","0.035","1.06","0.22","5.0","3.5","1.5","0.0","2.7","58","41","280","4","129","-0.7","28","-0.071","0.32","0.11","0.0","32","0.125","2.33","0.33","12.5","3","0.000","","","0.0","","","","","0.0"
"134","Noah Brown","HST","WR","10","2023","259","0.066","2.11","0.20","17.8","17.0","0.4","0.4","11.6","53","33","567","2","666","9.5","159","0.025","2.04","0.23","18.9","100","0.130","2.21","0.14","16.0","","","","","0.0","","","","","0.0"
"135","Olamide Zaccheaus","PHI","WR","17","2023","258","0.027","0.62","0.07","7.8","7.8","0.0","0.0","5.0","19","10","164","2","225","6.2","84","0.012","0.23","0.07","8.3","174","0.034","0.66","0.07","7.5","","","","","0.0","","","","","0.0"
"136","James Cook","BUF","RB","17","2023","257","0.043","1.67","0.20","3.5","2.3","0.8","0.4","0.8","54","44","445","4","129","-1.4","32","0.063","1.20","0.11","6.3","27","0.000","0.67","0.19","0.0","","","","","0.0","","","","","0.0"
"137","Kylen Granson","IND","TE","15","2023","255","0.051","1.40","0.18","12.9","11.8","0.8","0.4","9.4","47","30","368","1","391","5.1","29","0.069","0.86","0.14","10.3","107","0.037","1.01","0.17","15.9","118","0.059","1.91","0.19","11.0","","","","","0.0"
"138","Mark Andrews","BLT","TE","10","2023","254","0.130","2.11","0.23","19.3","16.9","2.0","0.4","9.1","60","45","544","6","469","6.0","23","0.217","2.79","0.38","39.1","201","0.129","1.68","0.19","17.4","30","0.067","4.50","0.40","16.7","","","","","0.0"
"139","Skyy Moore","KC","WR","14","2023","253","0.012","0.94","0.14","14.6","13.0","1.6","0.0","14.2","36","21","244","1","338","7.8","167","0.012","1.19","0.12","15.0","83","0.012","0.35","0.15","14.5","1","0.000","","","0.0","","","","","0.0"
"140","Pat Freiermuth","PIT","TE","12","2023","253","-0.059","1.20","0.18","8.7","8.7","0.0","0.0","14.6","45","32","308","2","303","6.1","20","-0.100","","0.05","5.0","121","-0.091","1.15","0.16","9.1","112","-0.018","1.48","0.21","8.9","","","","","0.0"
"141","Isaiah Hodgins","NYG","WR","17","2023","250","-0.008","0.90","0.13","12.0","10.8","1.2","0.0","13.6","32","21","230","3","287","7.6","204","0.005","0.87","0.12","12.7","46","-0.065","1.04","0.15","8.7","","","","","0.0","","","","","0.0"
"142","Alvin Kamara","NO","RB","13","2023","248","0.016","1.86","0.34","2.8","2.4","0.4","0.0","1.2","86","75","466","1","-7","-1.7","17","0.000","0.71","0.41","0.0","19","-0.053","1.47","0.63","0.0","","","","","0.0","","","","","0.0"
"143","Tucker Kraft","GB","TE","17","2023","248","-0.052","1.38","0.16","3.6","3.6","0.0","0.0","8.1","40","31","355","2","198","3.0","29","-0.138","0.20","0.13","6.9","63","-0.048","0.45","0.06","3.2","156","-0.038","2.01","0.20","3.2","","","","","0.0"
"144","Isaiah Likely","BLT","TE","17","2023","246","0.081","1.62","0.15","11.8","11.0","0.8","0.0","4.5","39","30","411","5","259","5.4","16","0.188","","","18.8","132","0.098","1.86","0.17","14.4","98","0.041","1.56","0.15","7.1","","","","","0.0"
"145","Daniel Bellinger","NYG","TE","17","2023","245","-0.033","1.02","0.11","3.7","3.7","0.0","0.0","6.9","28","25","255","0","124","3.9","31","-0.129","0.19","0.10","3.2","70","-0.057","0.56","0.04","7.1","138","-0.007","1.31","0.15","1.4","","","","","0.0"
"146","Dontayvion Wicks","GB","WR","15","2023","245","0.106","2.31","0.23","18.0","16.7","1.2","0.0","7.8","57","39","581","4","582","8.4","152","0.132","2.08","0.23","20.4","91","0.066","2.72","0.22","14.3","2","0.000","","","0.0","","","","","0.0"
"147","Hunter Renfrow","LV","WR","17","2023","245","0.086","1.02","0.15","13.9","12.7","0.8","0.4","6.5","37","25","255","0","190","4.7","22","0.045","3.09","0.23","18.2","223","0.090","0.82","0.14","13.5","","","","","0.0","","","","","0.0"
"148","Luke Musgrave","GB","TE","11","2023","243","0.012","1.41","0.18","9.5","8.6","0.8","0.0","9.1","46","34","352","1","331","4.3","22","0.000","0.17","0.13","4.5","112","0.054","1.31","0.15","13.4","109","-0.028","1.77","0.23","6.4","","","","","0.0"
"149","Alexander Mattison","MIN","RB","16","2023","243","0.004","0.78","0.17","1.2","1.2","0.0","0.0","0.8","43","30","192","3","26","-1.3","15","0.133","3.69","0.19","13.3","4","0.000","1.00","0.50","0.0","13","0.000","","0.15","0.0","","","","","0.0"
"150","Austin Hooper","LV","TE","17","2023","242","-0.008","0.96","0.13","6.6","6.2","0.4","0.0","7.4","31","25","234","0","122","3.3","25","-0.160","0.73","0.12","12.0","72","-0.069","0.68","0.07","5.6","145","0.048","1.13","0.16","6.2","","","","","0.0"
"151","Jalen Tolbert","DAL","WR","17","2023","241","-0.008","1.08","0.14","11.6","11.2","0.4","0.0","12.0","35","22","268","2","485","6.9","157","-0.025","1.39","0.16","11.5","84","0.024","0.52","0.11","11.9","","","","","0.0","","","","","0.0"
"152","Zach Charbonnet","SEA","RB","16","2023","239","0.004","0.85","0.16","0.8","0.8","0.0","0.0","0.4","39","33","209","0","-44","-2.8","19","0.000","2.84","0.26","0.0","21","0.000","0.86","0.14","0.0","6","0.000","0.83","0.17","0.0","","","","","0.0"
"153","Michael Mayer","LV","TE","14","2023","236","0.055","1.27","0.15","9.7","9.3","0.4","0.0","3.8","37","27","304","2","231","3.7","28","0.071","1.67","0.13","14.3","76","0.026","0.72","0.14","10.5","132","0.068","1.49","0.16","8.3","","","","","0.0"
"154","Treylon Burks","TEN","WR","11","2023","235","0.026","0.93","0.12","9.8","9.8","0.0","0.0","6.8","29","16","221","0","518","8.7","169","0.047","1.17","0.13","11.2","66","-0.030","0.31","0.10","6.1","","","","","0.0","","","","","0.0"
"155","Donovan Peoples-Jones","CLV, DET","WR","15","2023","232","-0.039","0.66","0.10","6.9","6.0","0.9","0.0","11.6","24","13","155","0","264","8.2","158","0.000","0.63","0.11","10.1","73","-0.123","0.73","0.10","0.0","1","0.000","","","0.0","","","","","0.0"
"156","Christian Watson","GB","WR","9","2023","231","0.100","1.76","0.22","17.3","14.3","2.2","0.9","10.8","53","28","422","5","874","8.5","154","0.136","1.33","0.19","18.8","72","0.014","2.48","0.28","13.9","5","0.200","4.60","0.20","20.0","","","","","0.0"
"157","Tommy Tremble","CAR","TE","16","2023","230","0.052","0.84","0.13","10.0","9.1","0.4","0.4","6.1","29","23","194","3","202","4.6","37","0.054","","0.05","18.9","86","0.116","1.24","0.16","11.6","107","0.000","0.81","0.12","5.6","","","","","0.0"
"158","Jaylen Warren","PIT","RB","17","2023","230","-0.022","1.56","0.30","0.0","0.0","0.0","0.0","2.2","71","61","370","0","-120","-3.0","16","0.000","-0.19","0.19","0.0","20","0.000","1.75","0.55","0.0","14","0.000","2.13","0.27","0.0","","","","","0.0"
"159","Marvin Mims","DEN","WR","16","2023","230","0.048","1.60","0.14","9.1","8.3","0.9","0.0","5.2","33","22","377","1","501","6.3","166","0.054","2.20","0.17","10.2","63","0.032","0.12","0.07","6.3","","","","","0.0","","","","","0.0"
"160","Isiah Pacheco","KC","RB","14","2023","227","-0.013","1.07","0.22","0.9","0.4","0.0","0.4","1.8","50","44","244","2","-114","-2.8","13","0.000","0.46","0.23","7.7","10","0.300","0.60","0.20","10.0","3","0.000","","","0.0","","","","","0.0"
"161","Tyler Scott","CHI","WR","17","2023","226","0.044","0.73","0.13","13.3","12.4","0.9","0.0","9.7","31","17","168","0","381","8.3","179","0.067","0.78","0.13","15.1","47","-0.043","0.53","0.17","6.4","","","","","0.0","","","","","0.0"
"162","Donald Parham","LAC","TE","14","2023","226","-0.022","1.25","0.18","9.7","8.8","0.9","0.0","12.8","40","27","285","4","337","5.8","31","-0.194","0.78","0.13","9.7","88","0.000","1.42","0.18","10.2","107","0.009","1.25","0.19","9.3","","","","","0.0"
"163","Ezekiel Elliott","NE","RB","17","2023","223","0.027","1.38","0.28","3.1","2.7","0.4","0.0","0.9","63","51","313","2","-44","-0.3","20","0.000","0.70","0.15","0.0","27","0.037","1.17","0.31","7.4","","","","","0.0","","","","","0.0"
"164","Cedrick Wilson","MIA","WR","15","2023","222","0.000","1.32","0.17","10.8","9.0","1.8","0.0","12.2","37","22","296","3","429","7.4","136","0.044","1.18","0.17","15.4","85","-0.071","1.57","0.16","3.5","1","0.000","","","0.0","","","","","0.0"
"165","Jameson Williams","DET","WR","12","2023","222","0.122","1.59","0.18","15.3","9.5","5.4","0.5","9.5","41","24","354","2","633","9.3","143","0.098","1.33","0.17","14.7","79","0.165","2.05","0.21","16.5","","","","","0.0","","","","","0.0"
"166","Rhamondre Stevenson","NE","RB","12","2023","221","0.045","1.05","0.22","5.0","4.5","0.5","0.0","0.9","50","38","238","0","-18","0.0","24","0.000","0.17","0.04","0.0","24","0.042","0.48","0.12","8.3","","","","","0.0","","","","","0.0"
"167","D'Andre Swift","PHI","RB","16","2023","220","0.005","0.96","0.21","3.2","2.3","0.9","0.0","3.6","46","39","214","1","27","-1.0","36","-0.056","0.26","0.13","8.3","26","0.038","1.85","0.31","3.8","","","","","0.0","","","","","0.0"
"168","Trenton Irwin","CIN","WR","16","2023","218","0.064","1.43","0.14","17.0","16.5","0.5","0.0","10.6","32","25","316","1","328","6.7","146","0.075","1.48","0.12","17.1","70","0.029","1.03","0.18","15.7","2","0.500","12.50","0.50","50.0","","","","","0.0"
"169","Greg Dortch","ARZ","WR","16","2023","217","0.051","1.26","0.17","10.6","8.8","1.4","0.5","7.4","39","24","280","2","368","7.3","156","0.006","1.08","0.17","8.3","61","0.164","1.71","0.19","16.4","","","","","0.0","","","","","0.0"
"170","Kalif Raymond","DET","WR","17","2023","217","0.115","2.22","0.20","12.4","7.8","3.2","1.4","6.5","43","35","489","1","374","6.4","111","0.099","2.24","0.15","11.7","104","0.135","2.14","0.24","13.5","","","","","0.0","","","","","0.0"
"171","Tre Tucker","LV","WR","16","2023","214","0.098","1.54","0.16","16.4","13.1","2.8","0.5","9.8","34","19","331","2","650","6.9","135","0.096","1.66","0.18","16.3","79","0.101","1.34","0.13","16.5","","","","","0.0","","","","","0.0"
"172","JuJu Smith-Schuster","NE","WR","11","2023","212","0.071","1.20","0.21","17.5","17.0","0.5","0.0","10.4","46","29","260","1","339","5.6","120","0.075","1.26","0.24","17.5","91","0.077","1.15","0.18","17.6","1","-1.000","","","0.0","","","","","0.0"
"173","Calvin Austin","PIT","WR","17","2023","211","0.137","0.84","0.14","19.0","17.5","0.5","0.9","7.6","29","17","180","1","345","5.8","128","0.156","1.23","0.14","20.3","83","0.108","0.23","0.13","16.9","","","","","0.0","","","","","0.0"
"174","Kendrick Bourne","NE","WR","8","2023","209","0.077","1.90","0.25","15.8","13.4","1.4","1.0","11.0","54","37","406","4","571","6.9","147","0.075","2.21","0.26","17.0","62","0.081","1.13","0.24","12.9","","","","","0.0","","","","","0.0"
"175","Tanner Hudson","CIN","TE","12","2023","205","-0.034","1.68","0.23","8.8","8.3","0.5","0.0","11.2","49","39","352","1","258","3.7","43","-0.163","1.04","0.13","7.0","104","0.000","1.98","0.26","11.5","57","0.000","1.61","0.25","5.3","","","","","0.0"
"176","Irv Smith","CIN","TE","12","2023","204","-0.010","0.56","0.12","5.4","5.4","0.0","0.0","6.4","25","18","115","1","127","4.2","43","-0.047","","0.07","7.0","62","0.048","0.71","0.13","9.7","96","-0.031","0.74","0.15","2.1","","","","","0.0"
"177","Justice Hill","BLT","RB","16","2023","203","0.044","1.00","0.18","4.4","3.9","0.0","0.5","1.0","37","28","206","1","21","-1.4","11","0.000","0.18","0.09","0.0","10","0.000","0.20","0.10","0.0","4","0.000","4.50","0.50","0.0","","","","","0.0"
"178","Josh Jacobs","LV","RB","13","2023","203","0.025","1.44","0.25","2.0","1.5","0.0","0.5","0.5","52","37","296","0","36","-0.2","12","0.000","","","0.0","14","0.000","0.64","0.14","0.0","1","0.000","","","0.0","","","","","0.0"
"179","Jauan Jennings","SF","WR","13","2023","202","0.109","1.29","0.15","15.3","13.9","1.0","0.5","6.4","30","19","265","1","325","7.4","79","0.000","0.48","0.12","6.3","123","0.179","1.81","0.16","21.1","","","","","0.0","","","","","0.0"
"180","Terrace Marshall","CAR","WR","9","2023","202","0.035","0.68","0.15","15.8","15.3","0.5","0.0","12.9","31","19","139","0","237","7.4","140","0.050","0.63","0.15","17.9","62","0.000","0.79","0.16","11.3","","","","","0.0","","","","","0.0"
"181","Dawson Knox","BUF","TE","12","2023","202","0.059","0.90","0.17","11.9","9.4","1.5","1.0","9.4","35","22","186","2","248","4.9","33","0.212","1.15","0.18","21.2","80","0.063","0.58","0.14","13.8","79","0.000","0.90","0.16","7.6","","","","","0.0"
"182","Hayden Hurst","CAR","TE","9","2023","201","-0.005","0.90","0.15","8.5","7.5","0.5","0.5","10.4","30","18","184","1","248","7.0","35","-0.114","0.61","0.11","11.4","90","0.000","0.88","0.13","8.9","76","0.039","1.05","0.18","6.6","","","","","0.0"
"183","Kenneth Gainwell","PHI","RB","16","2023","198","0.010","0.90","0.18","1.5","1.5","0.0","0.0","0.5","36","30","183","0","65","-0.7","35","0.029","0.74","0.23","5.7","18","0.000","0.42","0.16","0.0","3","0.000","2.20","0.40","0.0","","","","","0.0"
"184","Samaje Perine","DEN","RB","17","2023","196","-0.010","2.22","0.26","1.0","1.0","0.0","0.0","1.5","54","50","455","0","-11","-0.4","13","0.000","","","0.0","13","0.000","0.86","0.07","0.0","1","0.000","","","0.0","","","","","0.0"
"185","Brian Robinson","WAS","RB","15","2023","192","0.016","1.88","0.20","1.0","0.5","0.5","0.0","0.0","40","36","368","4","-48","-1.8","3","0.000","3.00","0.33","0.0","12","0.000","0.07","0.14","0.0","","","","","0.0","","","","","0.0"
"186","Demarcus Robinson","LA","WR","13","2023","192","0.167","1.91","0.20","18.8","15.6","2.6","0.5","5.7","39","26","371","4","513","8.7","147","0.156","2.29","0.23","17.7","45","0.200","0.67","0.11","22.2","","","","","0.0","","","","","0.0"
"187","Zack Moss","IND","RB","14","2023","191","0.005","0.98","0.17","1.0","1.0","0.0","0.0","0.5","34","27","192","2","-2","-1.8","16","0.000","0.38","0.06","0.0","8","0.000","0.73","0.09","0.0","","","","","0.0","","","","","0.0"
"188","Alex Erickson","LAC","WR","8","2023","191","0.063","1.20","0.14","14.7","12.6","1.6","0.5","11.0","28","16","232","1","339","7.2","99","-0.010","0.70","0.14","13.1","92","0.141","1.72","0.15","16.3","","","","","0.0","","","","","0.0"
"189","Raheem Mostert","MIA","RB","15","2023","191","0.016","0.89","0.16","3.1","3.1","0.0","0.0","1.6","32","25","175","3","-21","-0.9","25","-0.040","0.19","0.11","0.0","49","0.020","1.30","0.22","6.1","","","","","0.0","","","","","0.0"
"190","Miles Sanders","CAR","RB","16","2023","190","0.037","0.81","0.20","4.7","4.2","0.5","0.0","1.6","39","27","154","0","-4","-1.5","30","0.067","1.20","0.20","13.3","13","0.000","1.00","0.23","0.0","","","","","0.0","","","","","0.0"
"191","Colby Parkinson","SEA","TE","17","2023","188","-0.021","1.26","0.17","2.7","2.7","0.0","0.0","4.8","33","25","247","2","230","3.6","32","-0.094","0.25","0.06","6.3","66","0.015","0.79","0.14","1.5","65","-0.015","1.55","0.22","3.1","","","","","0.0"
"192","A.T. Perry","NO","WR","10","2023","188","0.059","1.29","0.09","12.2","11.7","0.5","0.0","6.9","18","12","246","4","307","8.1","142","0.070","1.56","0.09","14.1","46","0.022","0.49","0.11","6.5","","","","","0.0","","","","","0.0"
"193","Lil'Jordan Humphrey","DEN","WR","17","2023","188","0.085","0.85","0.10","13.8","12.2","1.6","0.0","6.9","19","13","162","3","185","7.0","66","0.167","0.74","0.10","18.2","118","0.051","0.92","0.09","11.9","4","-0.250","0.75","0.25","0.0","","","","","0.0"
"194","Connor Heyward","PIT","TE","17","2023","182","-0.027","0.89","0.18","3.8","3.8","0.0","0.0","6.0","34","23","167","0","175","4.3","14","0.000","","","0.0","37","-0.135","0.92","0.24","2.7","128","0.000","1.00","0.18","4.7","","","","","0.0"
"195","Jalen Reagor","NE","WR","10","2023","182","0.011","0.76","0.12","14.3","13.7","0.5","0.0","13.7","21","7","138","0","368","7.4","159","0.000","0.87","0.13","13.8","23","0.087","","0.04","17.4","","","","","0.0","","","","","0.0"
"196","A.J. Dillon","GB","RB","15","2023","182","0.005","1.22","0.14","1.6","1.6","0.0","0.0","1.1","26","22","223","0","-14","-2.6","12","-0.083","","0.08","0.0","2","0.000","","","0.0","8","0.000","1.38","0.13","0.0","","","","","0.0"
"197","Brandon Johnson","DEN","WR","13","2023","180","0.083","1.49","0.15","14.4","12.2","1.1","1.1","9.4","29","19","284","4","339","7.4","138","0.087","1.84","0.17","14.5","42","0.071","0.30","0.09","14.3","","","","","0.0","","","","","0.0"
"198","John Bates","WAS","TE","17","2023","179","0.017","0.83","0.15","6.1","3.9","1.7","0.6","7.3","27","19","151","0","182","4.3","26","0.038","2.04","0.19","7.7","57","0.000","1.16","0.17","7.0","94","0.021","0.22","0.12","5.3","","","","","0.0"
"199","Quez Watkins","PHI","WR","9","2023","178","-0.079","0.78","0.12","6.2","6.2","0.0","0.0","13.5","21","15","142","1","234","7.1","63","-0.048","0.64","0.13","11.1","115","-0.096","0.86","0.11","3.5","","","","","0.0","","","","","0.0"
"200","Zach Ertz","ARZ","TE","7","2023","171","0.129","1.04","0.24","15.2","14.0","0.6","0.6","4.1","43","27","187","1","312","6.5","20","0.100","1.13","0.30","20.0","101","0.109","0.97","0.21","13.9","50","0.180","1.16","0.27","16.0","","","","","0.0"
"201","James Conner","ARZ","RB","13","2023","169","-0.012","0.96","0.18","1.2","1.2","0.0","0.0","2.4","31","27","165","2","-22","-1.8","23","0.000","0.26","0.09","4.3","5","-0.200","","","0.0","","","","","0.0","","","","","0.0"
"202","Latavius Murray","BUF","RB","16","2023","168","0.012","0.70","0.13","1.8","1.8","0.0","0.0","0.6","22","17","119","0","29","-1.0","12","0.083","","","8.3","34","0.029","1.44","0.24","2.9","","","","","0.0","","","","","0.0"
"203","Kenneth Walker","SEA","RB","15","2023","168","0.006","1.52","0.21","1.2","1.2","0.0","0.0","0.6","35","29","259","1","-65","-1.8","27","0.000","1.57","0.11","0.0","20","-0.050","0.80","0.20","0.0","5","0.200","","0.20","20.0","","","","","0.0"
"204","Najee Harris","PIT","RB","17","2023","167","0.000","1.01","0.21","0.6","0.6","0.0","0.0","0.6","36","29","170","0","16","-2.0","9","-0.111","","","0.0","10","0.000","0.70","0.20","0.0","2","0.000","2.00","0.50","0.0","","","","","0.0"
"205","Roschon Johnson","CHI","RB","15","2023","166","0.018","1.22","0.23","1.2","0.0","0.0","1.2","1.8","40","34","209","0","-42","-1.3","13","-0.231","0.38","0.15","0.0","6","0.000","2.17","0.33","0.0","3","0.000","","","0.0","","","","","0.0"
"206","Jason Brownlee","NYJ","WR","7","2023","164","-0.018","0.34","0.05","5.5","5.5","0.0","0.0","7.3","8","5","56","1","58","6.1","134","-0.030","0.41","0.06","6.0","29","0.034","","","3.4","1","0.000","","","0.0","","","","","0.0"
"207","Parker Washington","JAX","WR","9","2023","164","-0.012","0.80","0.12","9.1","9.1","0.0","0.0","9.8","20","16","132","2","162","6.3","42","-0.024","1.00","0.12","7.1","122","-0.008","0.73","0.12","9.8","","","","","0.0","","","","","0.0"
"208","KhaDarel Hodge","ATL","WR","17","2023","159","0.063","1.43","0.14","11.9","8.8","1.9","1.3","10.1","23","14","232","0","326","8.5","120","0.058","1.27","0.15","12.5","39","0.077","1.93","0.13","10.3","","","","","0.0","","","","","0.0"
"209","Jalen Guyton","LAC","WR","8","2023","157","0.019","0.55","0.14","10.8","10.8","0.0","0.0","8.9","22","10","89","1","271","7.9","68","-0.059","0.34","0.17","11.8","89","0.079","0.71","0.11","10.1","","","","","0.0","","","","","0.0"
