"Player Details","","","","","","","","","Rushing","","","","","","","Advanced","","","","","","","","","","","","","Zone Concept","","","","","","Man/Gap Concept","","","","","","FPTS","","",""
"337","Antonio Gibson","NE","RB","1","2024","1","13","IND","7","62","62.0","8.86","1","0","4","14.3","15","24.2","0.0","14.3","85.7","14.3","6","0.86","40","5.71","64.5","3.14","4","57.1","45","0","11.25","100.0","3","42.9","17","1","5.67","66.7","12.2","12.2","4.7","4.7"
"338","Tony Pollard","TEN","RB","1","2024","1","2","NYJ","17","62","62.0","3.65","0","0","3","5.9","15","24.2","0.0","","47.1","47.1","1","0.06","50","2.94","80.6","0.71","2","11.8","0","0","","50.0","15","88.2","62","0","4.13","46.7","15.2","15.2","22.0","22.0"
"339","Josh Jacobs","GB","RB","1","2024","1","6","ARZ","18","62","62.0","3.44","0","0","1","","0","","0.0","","44.4","50.0","5","0.28","36","2.00","58.1","1.44","13","72.2","48","0","3.69","46.2","5","27.8","14","0","2.80","40.0","12.0","12.0","13.3","13.3"
"340","Tony Pollard","TEN","RB","1","2024","1","18","HST","22","62","62.0","2.82","0","0","3","","0","","0.0","","45.5","54.5","2","0.09","34","1.55","54.8","1.27","4","18.2","11","0","2.75","50.0","18","81.8","51","0","2.83","44.4","6.2","6.2","10.7","10.7"
"341","Breece Hall","NYJ","RB","1","2024","1","2","TEN","14","62","62.0","4.43","0","0","3","7.1","30","48.4","0.0","","50.0","42.9","0","","46","3.29","74.2","1.14","9","64.3","42","0","4.67","44.4","5","35.7","20","0","4.00","60.0","24.4","24.4","19.9","19.9"
"342","Chase Brown","CIN","RB","1","2024","1","3","WAS","7","62","62.0","8.86","0","0","4","14.3","16","25.8","0.0","","85.7","28.6","1","0.14","36","5.14","58.1","3.71","3","42.9","15","0","5.00","66.7","4","57.1","47","0","11.75","100.0","8.9","8.9","8.2","8.2"
"343","Bucky Irving","TB","RB","1","2024","1","1","WAS","9","62","62.0","6.89","0","0","2","11.1","31","50.0","0.0","","55.6","33.3","0","","14","1.56","22.6","5.33","4","44.4","13","0","3.25","50.0","5","55.6","49","0","9.80","60.0","9.6","9.6","8.3","8.3"
"344","Tony Pollard","TEN","RB","1","2024","1","7","BUF","16","61","61.0","3.81","0","0","1","","0","","0.0","","31.3","56.3","2","0.13","31","1.94","50.8","1.88","6","37.5","30","0","5.00","33.3","10","62.5","31","0","3.10","30.0","8.5","8.5","19.1","19.1"
"345","Javonte Williams","DEN","RB","1","2024","1","5","LV","13","61","61.0","4.69","0","0","3","7.7","17","27.9","50.0","","61.5","38.5","7","0.54","28","2.15","45.9","2.54","7","53.8","37","0","5.29","71.4","6","46.2","24","0","4.00","50.0","16.1","16.1","17.0","17.0"
"346","Bijan Robinson","ATL","RB","1","2024","1","5","TB","12","61","61.0","5.08","0","0","1","8.3","28","45.9","0.0","","33.3","58.3","6","0.50","52","4.33","85.2","0.75","9","75.0","55","0","6.11","44.4","3","25.0","6","0","2.00","","10.7","10.7","11.6","11.6"
"347","Bo Nix","DEN","QB","1","2024","1","6","LAC","6","61","61.0","10.17","0","0","5","33.3","42","68.9","0.0","","83.3","16.7","0","","4","0.67","6.6","0.00","0","","0","0","","","0","","0","0","","","21.7","21.7","2.4","2.4"
"348","Anthony Richardson","IND","QB","1","2024","1","12","DET","10","61","61.0","6.10","0","1","3","20.0","34","55.7","0.0","","40.0","33.3","0","","28","2.80","45.9","3.30","0","","0","0","","","7","70.0","58","0","8.29","57.1","13.0","13.0","4.6","4.6"
"349","Patrick Mahomes","KC","QB","1","2024","1","12","CAR","5","60","60.0","12.00","0","1","3","20.0","33","55.0","0.0","","60.0","20.0","0","","9","1.80","15.0","0.00","0","","0","0","","","0","","0","0","","","28.8","28.8","4.2","4.2"
"350","Tyler Allgeier","ATL","RB","1","2024","1","4","NO","8","60","60.0","7.50","0","0","3","12.5","15","25.0","0.0","","75.0","25.0","4","0.50","25","3.13","41.7","4.38","5","62.5","42","0","8.40","80.0","3","37.5","18","0","6.00","66.7","10.0","10.0","6.8","6.8"
"351","Rhamondre Stevenson","NE","RB","1","2024","1","16","BUF","12","60","60.0","5.00","1","1","3","","0","","0.0","8.3","50.0","50.0","1","0.08","38","3.17","63.3","1.83","5","41.7","20","0","4.00","40.0","6","50.0","34","1","5.67","50.0","13.3","13.3","8.7","8.7"
"352","Kareem Hunt","KC","RB","1","2024","1","11","BUF","14","60","60.0","4.29","0","0","2","7.1","17","28.3","100.0","","57.1","35.7","2","0.14","32","2.29","53.3","2.00","4","28.6","17","0","4.25","75.0","10","71.4","43","0","4.30","50.0","6.0","6.0","11.0","11.0"
"353","Alexander Mattison","LV","RB","1","2024","1","4","CLV","5","60","60.0","12.00","0","0","3","60.0","58","96.7","0.0","","60.0","40.0","1","0.20","21","4.20","35.0","7.80","4","80.0","44","0","11.00","50.0","1","20.0","16","0","16.00","100.0","6.0","6.0","4.2","4.2"
"354","Brian Robinson","WAS","RB","1","2024","1","17","ATL","13","60","60.0","4.62","0","0","4","","0","","33.3","","38.5","61.5","0","","17","1.31","28.3","3.31","9","69.2","36","0","4.00","33.3","4","30.8","24","0","6.00","50.0","8.9","8.9","13.3","13.3"
"355","Breece Hall","NYJ","RB","1","2024","1","13","SEA","12","60","60.0","5.00","0","2","1","","0","","0.0","","66.7","33.3","1","0.08","41","3.42","68.3","1.58","6","50.0","32","0","5.33","83.3","6","50.0","28","0","4.67","50.0","7.0","7.0","10.7","10.7"
"356","Chris Brooks","GB","RB","1","2024","1","18","CHI","8","59","59.0","7.38","0","0","3","12.5","23","39.0","0.0","","75.0","12.5","0","","15","1.88","25.4","5.50","4","50.0","30","0","7.50","100.0","4","50.0","29","0","7.25","50.0","5.9","5.9","5.9","5.9"
"357","D'Andre Swift","CHI","RB","1","2024","1","10","NE","16","59","59.0","3.69","0","0","2","","0","","0.0","","56.3","43.8","1","0.06","25","1.56","42.4","2.13","8","50.0","17","0","2.13","25.0","8","50.0","42","0","5.25","87.5","7.5","7.5","9.3","9.3"
"358","Zach Charbonnet","SEA","RB","1","2024","1","18","LA","14","59","59.0","4.21","0","0","2","","0","","100.0","","64.3","35.7","1","0.07","20","1.43","33.9","2.79","11","78.6","37","0","3.36","63.6","3","21.4","22","0","7.33","66.7","9.1","9.1","8.7","8.7"
"359","Gus Edwards","LAC","RB","1","2024","1","2","CAR","18","59","59.0","3.28","0","0","1","","0","","0.0","","50.0","44.4","0","","30","1.67","50.8","1.61","13","72.2","45","0","3.46","53.8","5","27.8","14","0","2.80","40.0","5.9","5.9","10.1","10.1"
"360","Javonte Williams","DEN","RB","1","2024","1","11","ATL","9","59","59.0","6.56","1","0","4","","0","","0.0","11.1","66.7","11.1","0","","26","2.89","44.1","3.67","5","55.6","36","1","7.20","60.0","4","44.4","23","0","5.75","75.0","18.7","18.7","11.5","11.5"
"361","Emari Demercado","ARZ","RB","1","2024","1","9","CHI","4","59","59.0","14.75","1","0","1","25.0","53","89.8","0.0","25.0","25.0","25.0","1","0.25","1","0.25","1.7","14.50","1","25.0","-1","0","-1.00","","3","75.0","60","1","20.00","33.3","16.0","16.0","5.6","5.6"
"362","Tyrone Tracy","NYG","RB","1","2024","1","18","PHI","14","59","59.0","4.21","0","0","2","7.1","16","27.1","0.0","","28.6","71.4","1","0.07","43","3.07","72.9","1.14","8","57.1","49","0","6.13","50.0","6","42.9","10","0","1.67","","8.6","8.6","12.2","12.2"
"363","Jalen Hurts","PHI","QB","1","2024","1","14","CAR","8","59","59.0","7.38","1","0","4","25.0","50","84.7","33.3","12.5","62.5","28.6","0","","3","0.38","5.1","0.63","1","12.5","8","0","8.00","100.0","1","12.5","-3","0","-3.00","","24.2","24.2","6.0","6.0"
"364","Kareem Hunt","KC","RB","1","2024","1","8","LV","21","59","59.0","2.81","1","0","3","","0","","100.0","4.8","47.6","47.6","1","0.05","39","1.86","66.1","0.95","12","57.1","34","0","2.83","41.7","9","42.9","25","1","2.78","55.6","13.3","13.3","19.5","19.5"
"365","Drake Maye","NE","QB","1","2024","1","13","IND","5","59","59.0","11.80","0","0","2","20.0","41","69.5","0.0","","100.0","","1","0.20","6","1.20","10.2","0.00","0","","0","0","","","0","","0","0","","","20.4","20.4","2.4","2.4"
"366","Drew Lock","NYG","QB","1","2024","1","14","NO","5","59","59.0","11.80","0","0","3","40.0","40","67.8","0.0","","60.0","40.0","0","","2","0.40","3.4","0.00","0","","0","0","","","0","","0","0","","","16.0","16.0","2.9","2.9"
"367","Nick Chubb","CLV","RB","1","2024","1","12","PIT","20","59","59.0","2.95","2","0","5","","0","","80.0","10.0","50.0","45.0","2","0.10","28","1.40","47.5","1.55","12","60.0","42","1","3.50","66.7","7","35.0","13","1","1.86","14.3","19.0","19.0","16.8","16.8"
"368","Justin Fields","PIT","QB","1","2024","1","6","LV","11","59","59.0","5.36","2","1","4","9.1","18","30.5","50.0","18.2","54.5","33.3","1","0.09","9","0.82","15.3","1.73","0","","0","0","","","3","27.3","26","1","8.67","66.7","23.7","23.7","8.2","8.2"
"369","Kyler Murray","ARZ","QB","1","2024","1","2","LA","5","59","59.0","11.80","0","0","2","20.0","26","44.1","0.0","","80.0","","0","","0","","","2.00","1","20.0","10","0","10.00","100.0","0","","0","0","","","28.5","28.5","1.8","1.8"
"370","Tyler Allgeier","ATL","RB","1","2024","1","10","NO","11","59","59.0","5.36","0","0","3","9.1","24","40.7","75.0","","54.5","45.5","0","","25","2.27","42.4","3.09","6","54.5","21","0","3.50","50.0","5","45.5","38","0","7.60","60.0","5.9","5.9","14.1","14.1"
"371","C.J. Stroud","HST","QB","1","2024","1","9","NYJ","8","59","59.0","7.38","0","0","3","12.5","25","42.4","0.0","","62.5","14.3","0","","1","0.13","1.7","-0.13","0","","0","0","","","0","","0","0","","","12.5","12.5","8.4","8.4"
"372","Tyrone Tracy","NYG","RB","1","2024","1","17","IND","20","59","59.0","2.95","0","0","1","5.0","40","67.8","0.0","","20.0","80.0","4","0.20","28","1.40","47.5","1.55","8","40.0","44","0","5.50","25.0","12","60.0","15","0","1.25","16.7","9.3","9.3","16.1","16.1"
"373","Chuba Hubbard","CAR","RB","1","2024","1","12","KC","16","58","58.0","3.63","1","0","5","","0","","100.0","6.3","56.3","43.8","1","0.06","34","2.13","58.6","1.50","10","62.5","41","0","4.10","50.0","6","37.5","17","1","2.83","66.7","15.0","15.0","20.7","20.7"
"374","Chase Brown","CIN","RB","1","2024","1","14","DAL","14","58","58.0","4.14","0","0","3","","0","","0.0","","50.0","42.9","0","","22","1.57","37.9","2.57","12","85.7","47","0","3.92","41.7","2","14.3","11","0","5.50","100.0","24.3","24.3","21.3","21.3"
"375","Zack Moss","CIN","RB","1","2024","1","3","WAS","12","58","58.0","4.83","1","0","6","8.3","15","25.9","100.0","8.3","66.7","25.0","2","0.17","40","3.33","69.0","1.50","4","33.3","27","1","6.75","100.0","8","66.7","31","0","3.88","50.0","20.7","20.7","18.6","18.6"
"376","Jerome Ford","CLV","RB","1","2024","1","4","LV","10","58","58.0","5.80","0","0","4","10.0","35","60.3","33.3","","50.0","50.0","1","0.10","49","4.90","84.5","0.90","8","80.0","20","0","2.50","50.0","2","20.0","38","0","19.00","50.0","15.5","15.5","16.3","16.3"
"377","Jordan Mason","SF","RB","1","2024","1","7","KC","14","58","58.0","4.14","0","0","3","7.1","26","44.8","60.0","","42.9","50.0","1","0.07","37","2.64","63.8","1.50","13","92.9","56","0","4.31","46.2","1","7.1","2","0","2.00","","8.9","8.9","13.9","13.9"
"378","Aaron Jones","MIN","RB","1","2024","1","8","LA","19","58","58.0","3.05","0","0","2","","0","","100.0","","47.4","47.4","1","0.05","40","2.11","69.0","0.95","9","47.4","24","0","2.67","44.4","10","52.6","34","0","3.40","50.0","11.5","11.5","13.4","13.4"
"379","Joe Mixon","HST","RB","1","2024","1","16","KC","14","57","57.0","4.07","0","0","4","7.1","22","38.6","0.0","","42.9","57.1","4","0.29","27","1.93","47.4","2.14","7","50.0","23","0","3.29","42.9","7","50.0","34","0","4.86","42.9","8.1","8.1","11.2","11.2"
"380","Breece Hall","NYJ","RB","1","2024","1","18","MIA","12","57","57.0","4.75","0","0","3","8.3","17","29.8","0.0","","41.7","58.3","4","0.33","44","3.67","77.2","1.08","6","50.0","24","0","4.00","33.3","6","50.0","33","0","5.50","50.0","18.2","18.2","17.0","17.0"
"381","J.K. Dobbins","LAC","RB","1","2024","1","8","NO","17","57","57.0","3.35","1","0","5","","0","","50.0","5.9","41.2","58.8","0","","37","2.18","64.9","1.18","10","58.8","42","0","4.20","30.0","7","41.2","15","1","2.14","57.1","16.8","16.8","21.8","21.8"
"382","Justin Fields","PIT","QB","1","2024","1","1","ATL","14","57","57.0","4.07","0","1","5","","0","","0.0","","57.1","21.4","4","0.29","24","1.71","42.1","1.00","4","28.6","9","0","2.25","50.0","2","14.3","11","0","5.50","100.0","11.9","11.9","7.7","7.7"
"383","Jonathan Taylor","IND","RB","1","2024","1","11","NYJ","24","57","57.0","2.38","0","0","2","","0","","33.3","","20.8","66.7","0","","41","1.71","71.9","0.67","18","75.0","33","0","1.83","16.7","6","25.0","24","0","4.00","33.3","7.0","7.0","19.0","19.0"
"384","Zach Charbonnet","SEA","RB","1","2024","1","17","CHI","15","57","57.0","3.80","0","0","3","","0","","0.0","","53.3","46.7","4","0.27","36","2.40","63.2","1.40","6","40.0","18","0","3.00","50.0","9","60.0","39","0","4.33","55.6","10.6","10.6","11.2","11.2"
"385","Isaac Guerendo","SF","RB","1","2024","1","15","LA","16","57","57.0","3.56","0","0","3","6.3","16","28.1","0.0","","31.3","56.3","5","0.31","26","1.63","45.6","1.94","10","62.5","30","0","3.00","30.0","6","37.5","27","0","4.50","33.3","11.5","11.5","14.0","14.0"
"386","Kyler Murray","ARZ","QB","1","2024","1","1","BUF","5","57","57.0","11.40","0","0","3","20.0","29","50.9","0.0","","60.0","","1","0.20","1","0.20","1.8","1.80","0","","0","0","","","1","20.0","11","0","11.00","100.0","15.2","15.2","2.6","2.6"
"387","Drew Lock","NYG","QB","1","2024","1","13","DAL","4","57","57.0","14.25","1","0","3","50.0","49","86.0","0.0","25.0","75.0","25.0","0","","-1","-0.25","-1.8","0.00","0","","0","0","","","0","","0","0","","","16.8","16.8","2.5","2.5"
"388","Chuba Hubbard","CAR","RB","1","2024","1","8","DEN","15","56","56.0","3.73","0","0","2","6.7","15","26.8","0.0","","33.3","53.3","3","0.20","37","2.47","66.1","1.27","11","73.3","42","0","3.82","36.4","4","26.7","14","0","3.50","25.0","9.1","9.1","9.0","9.0"
"389","Marcus Mariota","WAS","QB","1","2024","1","18","DAL","5","56","56.0","11.20","1","0","3","20.0","33","58.9","100.0","20.0","80.0","20.0","3","0.60","21","4.20","37.5","7.00","3","60.0","48","1","16.00","100.0","0","","0","0","","","26.0","26.0","3.3","3.3"
"390","Jalen Hurts","PHI","QB","1","2024","1","10","DAL","7","56","56.0","8.00","2","0","4","14.3","24","42.9","100.0","28.6","71.4","16.7","0","","5","0.71","8.9","0.71","1","14.3","2","0","2.00","","1","14.3","8","1","8.00","100.0","31.7","31.7","6.1","6.1"
"391","Raheem Mostert","MIA","RB","1","2024","1","9","BUF","10","56","56.0","5.60","0","1","3","10.0","16","28.6","0.0","","70.0","30.0","5","0.50","22","2.20","39.3","3.40","7","70.0","48","0","6.86","71.4","2","20.0","9","0","4.50","100.0","9.8","9.8","7.3","7.3"
"392","Daniel Jones","NYG","QB","1","2024","1","6","CIN","11","56","56.0","5.09","0","0","6","","0","","0.0","","72.7","","0","","16","1.45","28.6","2.45","0","","0","0","","","4","36.4","34","0","8.50","75.0","12.8","12.8","4.8","4.8"
"393","Caleb Williams","CHI","QB","1","2024","1","6","JAX","4","56","56.0","14.00","0","0","3","50.0","42","75.0","0.0","","100.0","","0","","5","1.25","8.9","3.00","1","25.0","4","0","4.00","100.0","1","25.0","10","0","10.00","100.0","29.6","29.6","1.7","1.7"
"394","Anthony Richardson","IND","QB","1","2024","1","7","MIA","14","56","56.0","4.00","0","1","3","7.1","22","39.3","100.0","","35.7","61.5","0","","17","1.21","30.4","1.00","2","14.3","8","0","4.00","50.0","4","28.6","18","0","4.50","50.0","9.8","9.8","9.7","9.7"
"395","Kenneth Gainwell","PHI","RB","1","2024","1","7","NYG","13","56","56.0","4.31","0","0","3","","0","","25.0","","38.5","69.2","0","","24","1.85","42.9","2.46","8","61.5","43","0","5.38","37.5","5","38.5","13","0","2.60","40.0","7.7","7.7","11.1","11.1"
"396","Kyren Williams","LA","RB","1","2024","1","17","ARZ","13","56","56.0","4.31","1","0","1","7.7","18","32.1","100.0","7.7","46.2","46.2","2","0.15","39","3.00","69.6","1.31","9","69.2","45","0","5.00","33.3","4","30.8","11","1","2.75","75.0","16.2","16.2","18.0","18.0"
"397","Anthony Richardson","IND","QB","1","2024","1","1","HST","6","56","56.0","9.33","1","0","5","16.7","19","33.9","33.3","16.7","100.0","","3","0.50","21","3.50","37.5","1.50","2","33.3","16","0","8.00","100.0","1","16.7","8","0","8.00","100.0","27.1","27.1","5.3","5.3"
"398","Brock Purdy","SF","QB","1","2024","1","8","DAL","8","56","56.0","7.00","1","0","5","12.5","16","28.6","50.0","12.5","87.5","","0","","3","0.38","5.4","0.38","1","12.5","4","0","4.00","100.0","0","","0","0","","","26.0","26.0","6.9","6.9"
"399","J.K. Dobbins","LAC","RB","1","2024","1","11","CIN","11","56","56.0","5.09","2","0","3","18.2","44","78.6","33.3","18.2","36.4","63.6","3","0.27","49","4.45","87.5","0.64","2","18.2","-3","0","-1.50","","9","81.8","59","2","6.56","44.4","18.9","18.9","9.5","9.5"
"400","Joe Burrow","CIN","QB","1","2024","1","6","NYG","4","55","55.0","13.75","1","0","2","25.0","47","85.5","0.0","25.0","50.0","","1","0.25","0","","","-0.50","0","","0","0","","","0","","0","0","","","19.8","19.8","0.4","0.4"
"401","Josh Allen","BUF","QB","1","2024","1","11","KC","12","55","55.0","4.58","1","0","4","8.3","26","47.3","0.0","8.3","50.0","30.0","4","0.33","18","1.50","32.7","0.00","0","","0","0","","","3","25.0","8","0","2.67","66.7","25.0","25.0","6.4","6.4"
"402","Tony Jones","ARZ","RB","1","2024","1","18","SF","4","55","55.0","13.75","1","0","1","25.0","46","83.6","0.0","25.0","50.0","25.0","2","0.50","53","13.25","96.4","0.50","0","","0","0","","","4","100.0","55","1","13.75","50.0","11.5","11.5","1.8","1.8"
"403","Russell Wilson","PIT","QB","1","2024","1","17","KC","6","55","55.0","9.17","1","0","6","16.7","15","27.3","50.0","16.7","100.0","","0","","2","0.33","3.6","0.00","0","","0","0","","","0","","0","0","","","18.7","18.7","6.3","6.3"
"404","Isiah Pacheco","KC","RB","1","2024","1","14","LAC","14","55","55.0","3.93","0","0","4","","0","","0.0","","78.6","28.6","1","0.07","31","2.21","56.4","1.71","11","78.6","49","0","4.45","81.8","1","7.1","2","0","2.00","","8.1","8.1","11.8","11.8"
"405","Braelon Allen","NYJ","RB","1","2024","1","3","NE","11","55","55.0","5.00","0","0","2","","0","","0.0","","54.5","36.4","4","0.36","44","4.00","80.0","1.00","6","54.5","30","0","5.00","50.0","5","45.5","25","0","5.00","60.0","9.8","9.8","9.4","9.4"
"406","Gus Edwards","LAC","RB","1","2024","1","10","TEN","10","55","55.0","5.50","0","0","2","","0","","0.0","","80.0","20.0","0","","28","2.80","50.9","2.70","4","40.0","24","0","6.00","75.0","6","60.0","31","0","5.17","83.3","5.5","5.5","5.3","5.3"
"407","Tank Bigsby","JAX","RB","1","2024","1","14","TEN","18","55","55.0","3.06","1","0","4","","0","","0.0","5.6","44.4","50.0","7","0.39","51","2.83","92.7","0.22","3","16.7","12","0","4.00","66.7","15","83.3","43","1","2.87","40.0","13.2","13.2","12.6","12.6"
"408","Justin Fields","PIT","QB","1","2024","1","4","IND","10","55","55.0","5.50","2","1","4","","0","","66.7","20.0","70.0","20.0","0","","11","1.10","20.0","2.80","0","","0","0","","","5","50.0","39","0","7.80","80.0","33.0","33.0","8.3","8.3"
"409","Alvin Kamara","NO","RB","1","2024","1","10","ATL","17","55","55.0","3.24","0","0","3","","0","","100.0","","52.9","52.9","0","","37","2.18","67.3","1.06","14","82.4","49","0","3.50","57.1","3","17.6","6","0","2.00","33.3","15.9","15.9","23.7","23.7"
"410","Justice Hill","BLT","RB","1","2024","1","12","LAC","4","55","55.0","13.75","1","0","1","25.0","51","92.7","0.0","25.0","50.0","50.0","0","","55","13.75","100.0","0.00","3","75.0","54","1","18.00","66.7","1","25.0","1","0","1.00","","14.2","14.2","5.6","5.6"
"411","Kareem Hunt","KC","RB","1","2024","1","16","HST","11","55","55.0","5.00","1","0","5","9.1","20","36.4","100.0","9.1","63.6","36.4","1","0.09","18","1.64","32.7","3.36","8","72.7","44","1","5.50","75.0","3","27.3","11","0","3.67","33.3","15.9","15.9","11.6","11.6"
"412","Lamar Jackson","BLT","QB","1","2024","1","5","CIN","12","55","55.0","4.58","0","1","1","8.3","18","32.7","33.3","","41.7","36.4","4","0.33","22","1.83","40.0","1.42","3","25.0","11","0","3.67","66.7","3","25.0","19","0","6.33","33.3","34.4","34.4","7.4","7.4"
"413","Zach Charbonnet","SEA","RB","1","2024","1","15","GB","8","54","54.0","6.75","1","0","3","25.0","40","74.1","0.0","12.5","50.0","50.0","1","0.13","25","3.13","46.3","3.63","5","62.5","11","0","2.20","20.0","3","37.5","43","1","14.33","100.0","13.6","13.6","8.7","8.7"
"414","Lamar Jackson","BLT","QB","1","2024","1","4","BUF","6","54","54.0","9.00","1","1","2","16.7","19","35.2","0.0","16.7","66.7","16.7","1","0.17","7","1.17","13.0","6.83","1","16.7","19","0","19.00","100.0","4","66.7","29","1","7.25","50.0","24.6","24.6","2.9","2.9"
"415","Kenneth Walker","SEA","RB","1","2024","1","11","SF","14","54","54.0","3.86","1","0","4","","0","","100.0","7.1","57.1","35.7","8","0.57","46","3.29","85.2","0.57","7","50.0","24","0","3.43","42.9","7","50.0","30","1","4.29","71.4","13.9","13.9","13.3","13.3"
"416","Daniel Jones","NYG","QB","1","2024","1","9","WAS","7","54","54.0","7.71","1","0","6","14.3","24","44.4","100.0","14.3","100.0","","1","0.14","16","2.29","29.6","4.57","2","28.6","14","1","7.00","100.0","1","14.3","24","0","24.00","100.0","25.4","25.4","5.1","5.1"
"417","Josh Allen","BUF","QB","1","2024","1","5","HST","4","54","54.0","13.50","0","0","3","50.0","37","68.5","0.0","","75.0","","0","","8","2.00","14.8","0.00","0","","0","0","","","0","","0","0","","","14.6","14.6","1.6","1.6"
"418","Emanuel Wilson","GB","RB","1","2024","1","6","ARZ","7","54","54.0","7.71","0","0","2","14.3","16","29.6","0.0","","85.7","14.3","2","0.29","25","3.57","46.3","4.14","7","100.0","54","0","7.71","85.7","0","","0","0","","","8.3","8.3","6.8","6.8"
"419","Breece Hall","NYJ","RB","1","2024","1","1","SF","16","54","54.0","3.38","1","0","2","6.3","16","29.6","100.0","6.3","25.0","62.5","5","0.31","52","3.25","96.3","0.13","10","62.5","28","0","2.80","20.0","6","37.5","26","1","4.33","33.3","19.3","19.3","17.8","17.8"
"420","Breece Hall","NYJ","RB","1","2024","1","3","NE","16","54","54.0","3.38","1","1","4","","0","","100.0","6.3","56.3","31.3","3","0.19","45","2.81","83.3","0.56","10","62.5","28","0","2.80","40.0","6","37.5","26","1","4.33","83.3","18.3","18.3","19.7","19.7"
"421","James Conner","ARZ","RB","1","2024","1","8","MIA","20","53","53.0","2.65","1","0","4","5.0","17","32.1","100.0","5.0","45.0","65.0","7","0.35","56","2.80","105.7","-0.15","6","30.0","19","0","3.17","33.3","14","70.0","34","1","2.43","50.0","14.9","14.9","20.2","20.2"
"422","D'Andre Swift","CHI","RB","1","2024","1","17","SEA","12","53","53.0","4.42","0","0","2","","0","","0.0","","58.3","41.7","1","0.08","26","2.17","49.1","2.25","3","25.0","7","0","2.33","","9","75.0","46","0","5.11","77.8","12.1","12.1","13.0","13.0"
"423","Christian McCaffrey","SF","RB","1","2024","1","13","BUF","7","53","53.0","7.57","0","0","4","28.6","37","69.8","0.0","","71.4","42.9","4","0.57","24","3.43","45.3","4.14","5","71.4","50","0","10.00","80.0","2","28.6","3","0","1.50","50.0","8.7","8.7","8.4","8.4"
"424","Najee Harris","PIT","RB","1","2024","1","14","CLV","16","53","53.0","3.31","1","0","3","6.3","20","37.7","50.0","6.3","50.0","68.8","3","0.19","25","1.56","47.2","1.75","10","62.5","29","1","2.90","70.0","6","37.5","24","0","4.00","16.7","11.3","11.3","9.8","9.8"
"425","Chase Brown","CIN","RB","1","2024","1","6","NYG","10","53","53.0","5.30","1","1","1","10.0","30","56.6","0.0","10.0","60.0","40.0","6","0.60","9","0.90","17.0","4.40","5","50.0","7","0","1.40","40.0","4","40.0","42","1","10.50","75.0","14.4","14.4","12.1","12.1"
"426","Cam Akers","HST","RB","1","2024","1","4","JAX","13","53","53.0","4.08","0","0","1","7.7","15","28.3","0.0","","23.1","61.5","5","0.38","49","3.77","92.5","0.31","7","53.8","24","0","3.43","14.3","6","46.2","29","0","4.83","33.3","5.3","5.3","7.9","7.9"
"427","Audric Estime","DEN","RB","1","2024","1","10","KC","14","53","53.0","3.79","0","0","3","","0","","0.0","","35.7","57.1","0","","31","2.21","58.5","1.57","4","28.6","9","0","2.25","","10","71.4","44","0","4.40","50.0","5.3","5.3","7.6","7.6"
"428","Najee Harris","PIT","RB","1","2024","1","10","WAS","21","53","53.0","2.52","1","0","4","","0","","100.0","4.8","28.6","66.7","7","0.33","33","1.57","62.3","0.95","17","81.0","42","0","2.47","23.5","4","19.0","11","1","2.75","50.0","11.3","11.3","15.6","15.6"
"429","Tyler Allgeier","ATL","RB","1","2024","1","2","PHI","9","53","53.0","5.89","0","0","4","11.1","15","28.3","0.0","","77.8","11.1","0","","20","2.22","37.7","3.67","8","88.9","51","0","6.38","87.5","1","11.1","2","0","2.00","","7.5","7.5","6.4","6.4"
"430","James Cook","BUF","RB","1","2024","1","17","NYJ","15","53","53.0","3.53","1","0","3","","0","","66.7","6.7","53.3","26.7","2","0.13","32","2.13","60.4","1.40","8","53.3","24","0","3.00","50.0","7","46.7","29","1","4.14","57.1","11.3","11.3","11.2","11.2"
"431","Rico Dowdle","DAL","RB","1","2024","1","10","PHI","12","53","53.0","4.42","0","0","2","8.3","19","35.8","100.0","","50.0","50.0","1","0.08","37","3.08","69.8","1.33","8","66.7","26","0","3.25","50.0","4","33.3","27","0","6.75","50.0","8.6","8.6","13.0","13.0"
"432","Jayden Daniels","WAS","QB","1","2024","1","8","CHI","8","52","52.0","6.50","0","0","2","","0","","0.0","","75.0","12.5","2","0.25","9","1.13","17.3","0.50","1","12.5","9","0","9.00","100.0","0","","0","0","","","22.2","22.2","2.9","2.9"
"433","Tyler Huntley","MIA","QB","1","2024","1","17","CLV","7","52","52.0","7.43","1","1","3","14.3","18","34.6","0.0","14.3","42.9","16.7","1","0.14","7","1.00","13.5","-0.14","0","","0","0","","","1","14.3","0","0","","","24.2","24.2","3.4","3.4"
"434","Chris Rodriguez","WAS","RB","1","2024","1","9","NYG","11","52","52.0","4.73","0","0","3","9.1","17","32.7","16.7","","72.7","27.3","0","","33","3.00","63.5","1.73","2","18.2","6","0","3.00","100.0","9","81.8","46","0","5.11","66.7","5.2","5.2","9.7","9.7"
"435","Travis Etienne","JAX","RB","1","2024","1","2","CLV","13","52","52.0","4.00","1","0","4","7.7","20","38.5","100.0","7.7","61.5","38.5","2","0.15","59","4.54","113.5","-0.54","7","53.8","44","1","6.29","71.4","6","46.2","8","0","1.33","50.0","14.8","14.8","17.9","17.9"
