"Player Details","","","","","","","","","Rushing","","","","","","","Advanced","","","","","","","","","","","","","Zone Concept","","","","","","Man/Gap Concept","","","","","","FPTS","","",""
"1096","Zach Wilson","NYJ","QB","1","2023","1","6","PHI","4","15","15.0","3.75","0","0","0","","0","","0.0","","25.0","","0","","2","0.50","13.3","-0.50","0","","0","0","","","0","","0","0","","","10.9","10.9","1.1","1.1"
"1097","Sam Howell","WAS","QB","1","2023","1","7","NYG","2","15","15.0","7.50","0","0","1","","0","","0.0","","50.0","","0","","2","1.00","13.3","1.00","1","50.0","4","0","4.00","","0","","0","0","","","10.5","10.5","0.7","0.7"
"1098","Emari Demercado","ARZ","RB","1","2023","1","12","LA","3","15","15.0","5.00","0","0","1","","0","","0.0","","33.3","33.3","0","","3","1.00","20.0","4.00","3","100.0","15","0","5.00","33.3","0","","0","0","","","1.5","1.5","1.6","1.6"
"1099","Antonio Gibson","WAS","RB","1","2023","1","15","LA","4","15","15.0","3.75","0","0","0","","0","","0.0","","25.0","50.0","2","0.50","10","2.50","66.7","1.25","3","75.0","14","0","4.67","33.3","1","25.0","1","0","1.00","","8.5","8.5","9.1","9.1"
"1100","Will Levis","TEN","QB","1","2023","1","14","MIA","4","15","15.0","3.75","0","1","1","","0","","0.0","","25.0","33.3","0","","3","0.75","20.0","-0.25","1","25.0","0","0","","","0","","0","0","","","18.6","18.6","1.7","1.7"
"1101","Justice Hill","BLT","RB","1","2023","1","8","ARZ","4","15","15.0","3.75","0","0","0","","0","","0.0","","50.0","50.0","0","","7","1.75","46.7","2.00","0","","0","0","","","4","100.0","15","0","3.75","50.0","9.5","9.5","9.7","9.7"
"1102","Ty Chandler","MIN","RB","1","2023","1","5","KC","1","15","15.0","15.00","0","0","1","100.0","15","100.0","0.0","","100.0","","0","","0","","","15.00","0","","0","0","","","0","","0","0","","","1.5","1.5","0.4","0.4"
"1103","Kevin Harris","NE","RB","1","2023","1","17","BUF","2","15","15.0","7.50","0","0","1","50.0","15","100.0","0.0","","50.0","50.0","0","","4","2.00","26.7","5.50","0","","0","0","","","2","100.0","15","0","7.50","50.0","8.9","8.9","3.9","3.9"
"1104","Craig Reynolds","DET","RB","1","2023","1","3","ATL","4","15","15.0","3.75","0","0","1","","0","","0.0","","75.0","25.0","0","","6","1.50","40.0","2.25","4","100.0","15","0","3.75","75.0","0","","0","0","","","1.5","1.5","2.3","2.3"
"1105","Rico Dowdle","DAL","RB","1","2023","1","13","SEA","5","15","15.0","3.00","0","0","0","","0","","0.0","","20.0","80.0","1","0.20","15","3.00","100.0","0.00","2","40.0","3","0","1.50","","3","60.0","12","0","4.00","33.3","3.2","3.2","4.0","4.0"
"1106","Josh Allen","BUF","QB","1","2023","1","16","LAC","5","15","15.0","3.00","2","0","2","","0","","66.7","40.0","60.0","20.0","0","","3","0.60","20.0","1.80","0","","0","0","","","3","60.0","10","1","3.33","66.7","26.0","26.0","6.4","6.4"
"1107","Desmond Ridder","ATL","QB","1","2023","1","14","TB","4","15","15.0","3.75","1","1","2","","0","","0.0","25.0","75.0","25.0","2","0.50","13","3.25","86.7","-2.25","1","25.0","-4","0","-4.00","","1","25.0","6","1","6.00","100.0","26.4","26.4","3.5","3.5"
"1108","Tyler Goodson","IND","RB","1","2023","1","16","ATL","1","15","15.0","15.00","0","0","1","100.0","15","100.0","0.0","","100.0","","0","","3","3.00","20.0","12.00","1","100.0","15","0","15.00","100.0","0","","0","0","","","4.0","4.0","3.3","3.3"
"1109","Antonio Gibson","WAS","RB","1","2023","1","6","ATL","3","15","15.0","5.00","0","0","0","","0","","0.0","","33.3","33.3","2","0.67","11","3.67","73.3","1.33","1","33.3","5","0","5.00","","2","66.7","10","0","5.00","50.0","8.6","8.6","6.4","6.4"
"1110","Tyjae Spears","TEN","RB","1","2023","1","6","BLT","4","15","15.0","3.75","0","0","1","","0","","0.0","","25.0","75.0","0","","10","2.50","66.7","1.25","2","50.0","12","0","6.00","50.0","2","50.0","3","0","1.50","","7.3","7.3","3.3","3.3"
"1111","Zach Wilson","NYJ","QB","1","2023","1","11","BUF","4","15","15.0","3.75","0","0","0","","0","","0.0","","25.0","25.0","0","","6","1.50","40.0","-0.75","0","","0","0","","","1","25.0","0","0","","","7.7","7.7","1.9","1.9"
"1112","Mac Jones","NE","QB","1","2023","1","1","PHI","2","15","15.0","7.50","0","0","1","","0","","0.0","","100.0","","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","25.1","25.1","0.6","0.6"
"1113","Josh Allen","BUF","QB","1","2023","1","11","NYJ","5","15","15.0","3.00","0","0","2","","0","","100.0","","60.0","40.0","0","","1","0.20","6.7","1.60","0","","0","0","","","3","60.0","8","0","2.67","66.7","23.5","23.5","4.3","4.3"
"1114","Sean Tucker","TB","RB","1","2023","1","1","MIN","5","15","15.0","3.00","0","0","1","","0","","0.0","","40.0","40.0","2","0.40","10","2.00","66.7","1.00","3","60.0","10","0","3.33","66.7","2","40.0","5","0","2.50","","4.4","4.4","5.1","5.1"
"1115","Jaleel McLaughlin","DEN","RB","1","2023","1","13","HST","4","15","15.0","3.75","0","0","1","","0","","0.0","","50.0","50.0","2","0.50","11","2.75","73.3","1.00","2","50.0","5","0","2.50","50.0","2","50.0","10","0","5.00","50.0","4.1","4.1","4.2","4.2"
"1116","Cam Akers","MIN","RB","1","2023","1","5","KC","5","15","15.0","3.00","0","0","0","","0","","0.0","","20.0","80.0","1","0.20","10","2.00","66.7","1.00","3","60.0","12","0","4.00","33.3","2","40.0","3","0","1.50","","3.8","3.8","7.6","7.6"
"1117","Trevor Lawrence","JAX","QB","1","2023","1","6","IND","3","15","15.0","5.00","0","0","0","","0","","0.0","","66.7","","0","","8","2.67","53.3","-0.33","0","","0","0","","","0","","0","0","","","15.7","15.7","0.9","0.9"
"1118","Baker Mayfield","TB","QB","1","2023","1","12","IND","3","14","14.0","4.67","0","1","1","","0","","50.0","","33.3","66.7","0","","3","1.00","21.4","0.00","1","33.3","0","0","","","0","","0","0","","","15.4","15.4","4.3","4.3"
"1119","Taylor Heinicke","ATL","QB","1","2023","1","8","TEN","2","14","14.0","7.00","0","0","0","","0","","0.0","","","","0","","3","1.50","21.4","0.00","0","","0","0","","","0","","0","0","","","12.4","12.4","0.5","0.5"
"1120","Tua Tagovailoa","MIA","QB","1","2023","1","17","BLT","2","14","14.0","7.00","0","0","0","","0","","0.0","","","","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","16.9","16.9","0.7","0.7"
"1121","Devin Singletary","HST","RB","1","2023","1","2","IND","4","14","14.0","3.50","0","0","0","","0","","0.0","","50.0","50.0","0","","5","1.25","35.7","2.25","1","25.0","2","0","2.00","","3","75.0","12","0","4.00","66.7","3.4","3.4","3.8","3.8"
"1122","Dak Prescott","DAL","QB","1","2023","1","2","NYJ","6","14","14.0","2.33","0","0","2","16.7","15","107.1","0.0","","33.3","","0","","2","0.33","14.3","-0.33","0","","0","0","","","0","","0","0","","","19.6","19.6","0.7","0.7"
"1123","C.J. Stroud","HST","QB","1","2023","1","3","JAX","3","14","14.0","4.67","0","0","1","","0","","50.0","","100.0","33.3","0","","2","0.67","14.3","0.33","0","","0","0","","","0","","0","0","","","20.6","20.6","3.5","3.5"
"1124","Josh Allen","BUF","QB","1","2023","1","5","JAX","4","14","14.0","3.50","1","0","2","","0","","100.0","25.0","75.0","","0","","5","1.25","35.7","0.00","0","","0","0","","","1","25.0","5","0","5.00","100.0","28.8","28.8","3.3","3.3"
"1125","Deon Jackson","IND","RB","1","2023","1","1","JAX","13","14","14.0","1.08","0","1","1","","0","","33.3","","15.4","84.6","0","","20","1.54","142.9","-0.46","11","84.6","12","0","1.09","18.2","2","15.4","2","0","1.00","","5.8","5.8","18.5","18.5"
"1126","Aaron Jones","GB","RB","1","2023","1","11","LAC","4","14","14.0","3.50","0","0","0","","0","","0.0","","25.0","75.0","2","0.50","9","2.25","64.3","1.25","2","50.0","2","0","1.00","","2","50.0","12","0","6.00","50.0","2.7","2.7","5.0","5.0"
"1127","Jamaal Williams","NO","RB","1","2023","1","7","JAX","5","14","14.0","2.80","0","0","0","","0","","0.0","","60.0","40.0","0","","11","2.20","78.6","0.60","4","80.0","10","0","2.50","50.0","1","20.0","4","0","4.00","100.0","1.4","1.4","2.7","2.7"
"1128","Brock Purdy","SF","QB","1","2023","1","11","TB","4","14","14.0","3.50","0","0","2","","0","","0.0","","50.0","","0","","1","0.25","7.1","-0.50","0","","0","0","","","0","","0","0","","","26.7","26.7","1.0","1.0"
"1129","Matthew Stafford","LA","QB","1","2023","1","4","IND","2","14","14.0","7.00","0","0","0","","0","","0.0","","50.0","","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","17.2","17.2","0.6","0.6"
"1130","David Montgomery","DET","RB","1","2023","1","6","TB","6","14","14.0","2.33","0","1","0","","0","","0.0","","50.0","33.3","2","0.33","14","2.33","100.0","0.00","4","66.7","13","0","3.25","75.0","2","33.3","1","0","0.50","","4.3","4.3","4.1","4.1"
"1131","Derek Carr","NO","QB","1","2023","1","7","JAX","3","14","14.0","4.67","0","0","1","","0","","0.0","","33.3","33.3","1","0.33","14","4.67","100.0","0.00","0","","0","0","","","0","","0","0","","","18.4","18.4","1.1","1.1"
"1132","Saquon Barkley","NYG","RB","1","2023","1","15","NO","9","14","14.0","1.56","0","0","1","","0","","0.0","","11.1","66.7","0","","13","1.44","92.9","0.11","6","66.7","13","0","2.17","16.7","3","33.3","1","0","0.33","","5.7","5.7","7.4","7.4"
"1133","Antonio Gibson","WAS","RB","1","2023","1","8","PHI","2","14","14.0","7.00","0","0","0","","0","","0.0","","100.0","","1","0.50","13","6.50","92.9","0.50","1","50.0","8","0","8.00","100.0","1","50.0","6","0","6.00","100.0","9.2","9.2","8.6","8.6"
"1134","Tyjae Spears","TEN","RB","1","2023","1","11","JAX","4","14","14.0","3.50","0","0","0","","0","","100.0","","50.0","25.0","1","0.25","7","1.75","50.0","1.75","3","75.0","9","0","3.00","33.3","1","25.0","5","0","5.00","100.0","4.6","4.6","5.7","5.7"
"1135","Kenneth Gainwell","PHI","RB","1","2023","1","4","WAS","4","14","14.0","3.50","0","1","1","","0","","0.0","","25.0","75.0","0","","7","1.75","50.0","1.75","3","75.0","14","0","4.67","33.3","1","25.0","0","0","","","6.1","6.1","4.5","4.5"
"1136","D'Onta Foreman","CHI","RB","1","2023","1","11","DET","6","14","14.0","2.33","1","0","2","","0","","100.0","16.7","66.7","33.3","2","0.33","15","2.50","107.1","-0.17","4","66.7","12","1","3.00","75.0","2","33.3","2","0","1.00","50.0","7.4","7.4","6.3","6.3"
"1137","Dak Prescott","DAL","QB","1","2023","1","9","PHI","6","14","14.0","2.33","0","0","2","","0","","100.0","","50.0","20.0","0","","5","0.83","35.7","0.00","0","","0","0","","","0","","0","0","","","28.4","28.4","4.0","4.0"
"1138","Tyrod Taylor","NYG","QB","1","2023","1","5","MIA","3","14","14.0","4.67","0","0","1","","0","","0.0","","33.3","33.3","0","","4","1.33","28.6","0.00","0","","0","0","","","0","","0","0","","","4.8","4.8","0.9","0.9"
"1139","Dameon Pierce","HST","RB","1","2023","1","12","JAX","5","14","14.0","2.80","0","0","1","","0","","0.0","","60.0","40.0","1","0.20","13","2.60","92.9","0.20","1","20.0","2","0","2.00","","4","80.0","12","0","3.00","75.0","2.8","2.8","3.8","3.8"
"1140","Zach Wilson","NYJ","QB","1","2023","1","4","KC","2","14","14.0","7.00","0","1","1","","0","","0.0","","50.0","50.0","0","","4","2.00","28.6","0.00","0","","0","0","","","0","","0","0","","","20.2","20.2","0.9","0.9"
"1141","Boston Scott","PHI","RB","1","2023","1","12","BUF","2","14","14.0","7.00","0","0","1","","0","","0.0","","50.0","","2","1.00","14","7.00","100.0","0.00","1","50.0","10","0","10.00","100.0","1","50.0","4","0","4.00","","1.4","1.4","2.3","2.3"
"1142","Antonio Gibson","WAS","RB","1","2023","1","10","SEA","4","13","13.0","3.25","0","0","0","","0","","0.0","","50.0","50.0","3","0.75","19","4.75","146.2","-1.50","4","100.0","13","0","3.25","50.0","0","","0","0","","","16.5","16.5","10.5","10.5"
"1143","Elijah Mitchell","SF","RB","1","2023","1","13","PHI","3","13","13.0","4.33","0","0","1","","0","","0.0","","33.3","66.7","1","0.33","5","1.67","38.5","2.67","1","33.3","1","0","1.00","","2","66.7","12","0","6.00","50.0","1.3","1.3","1.4","1.4"
"1144","Tank Bigsby","JAX","RB","1","2023","1","1","IND","7","13","13.0","1.86","1","0","3","","0","","100.0","14.3","57.1","28.6","1","0.14","14","2.00","107.7","-0.14","1","14.3","1","1","1.00","100.0","6","85.7","12","0","2.00","50.0","6.3","6.3","7.9","7.9"
"1145","Zack Moss","IND","RB","1","2023","1","15","PIT","4","13","13.0","3.25","0","0","1","","0","","0.0","","75.0","25.0","0","","4","1.00","30.8","2.25","3","75.0","11","0","3.67","66.7","1","25.0","2","0","2.00","100.0","12.3","12.3","6.2","6.2"
"1146","Dalvin Cook","NYJ","RB","1","2023","1","11","BUF","2","13","13.0","6.50","0","0","0","","0","","0.0","","","","0","","8","4.00","61.5","2.50","2","100.0","13","0","6.50","","0","","0","0","","","1.3","1.3","2.6","2.6"
"1147","Damien Harris","BUF","RB","1","2023","1","5","JAX","3","13","13.0","4.33","0","0","1","","0","","0.0","","100.0","","0","","8","2.67","61.5","1.67","0","","0","0","","","3","100.0","13","0","4.33","100.0","1.3","1.3","1.5","1.5"
"1148","Bailey Zappe","NE","QB","1","2023","1","14","PIT","3","13","13.0","4.33","0","0","1","","0","","0.0","","33.3","66.7","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","21.9","21.9","1.3","1.3"
"1149","Bailey Zappe","NE","QB","1","2023","1","18","NYJ","3","13","13.0","4.33","0","0","0","","0","","0.0","","","33.3","0","","14","4.67","107.7","-0.33","0","","0","0","","","1","33.3","1","0","1.00","","2.8","2.8","1.1","1.1"
"1150","Sam Howell","WAS","QB","1","2023","1","2","DEN","2","13","13.0","6.50","0","0","1","","0","","0.0","","50.0","50.0","1","0.50","10","5.00","76.9","0.00","0","","0","0","","","0","","0","0","","","21.3","21.3","1.9","1.9"
"1151","D'Andre Swift","PHI","RB","1","2023","1","13","SF","6","13","13.0","2.17","0","0","0","","0","","0.0","","","66.7","0","","7","1.17","53.8","1.00","3","50.0","7","0","2.33","","3","50.0","6","0","2.00","","4.0","4.0","9.7","9.7"
"1152","Kareem Hunt","CLV","RB","1","2023","1","3","TEN","5","13","13.0","2.60","0","0","1","","0","","0.0","","60.0","40.0","2","0.40","12","2.40","92.3","0.20","4","80.0","8","0","2.00","50.0","1","20.0","5","0","5.00","100.0","5.5","5.5","6.8","6.8"
"1153","C.J. Stroud","HST","QB","1","2023","1","8","CAR","2","13","13.0","6.50","1","0","2","","0","","20.0","50.0","100.0","","0","","0","","","0.50","0","","0","0","","","0","","0","0","","","12.9","12.9","3.8","3.8"
"1154","Salvon Ahmed","MIA","RB","1","2023","1","2","NE","3","13","13.0","4.33","0","0","1","","0","","0.0","","66.7","66.7","2","0.67","14","4.67","107.7","-0.33","2","66.7","3","0","1.50","50.0","1","33.3","10","0","10.00","100.0","7.1","7.1","6.7","6.7"
"1155","Tony Jones","ARZ","RB","1","2023","1","10","ATL","1","13","13.0","13.00","0","0","0","","0","","0.0","","","","1","1.00","9","9.00","69.2","4.00","0","","0","0","","","1","100.0","13","0","13.00","","1.3","1.3","0.6","0.6"
"1156","Cordarrelle Patterson","ATL","RB","1","2023","1","10","ARZ","3","13","13.0","4.33","0","0","1","","0","","0.0","","66.7","33.3","0","","8","2.67","61.5","1.67","1","33.3","2","0","2.00","","2","66.7","11","0","5.50","100.0","4.0","4.0","4.8","4.8"
"1157","Trayveon Williams","CIN","RB","1","2023","1","9","BUF","3","13","13.0","4.33","0","0","0","","0","","0.0","","66.7","33.3","0","","8","2.67","61.5","1.67","1","33.3","5","0","5.00","100.0","2","66.7","8","0","4.00","50.0","1.3","1.3","1.3","1.3"
"1158","Joshua Kelley","LAC","RB","1","2023","1","11","GB","6","13","13.0","2.17","0","0","0","","0","","0.0","","16.7","66.7","1","0.17","17","2.83","130.8","-0.67","2","33.3","10","0","5.00","50.0","4","66.7","3","0","0.75","","1.3","1.3","2.9","2.9"
"1159","Matt Breida","NYG","RB","1","2023","1","6","BUF","4","13","13.0","3.25","0","0","0","","0","","0.0","","50.0","50.0","2","0.50","11","2.75","84.6","0.50","1","25.0","4","0","4.00","","3","75.0","9","0","3.00","66.7","1.3","1.3","3.6","3.6"
"1160","Sam Howell","WAS","QB","1","2023","1","12","DAL","2","13","13.0","6.50","1","0","2","","0","","100.0","50.0","100.0","","1","0.50","1","0.50","7.7","0.00","0","","0","0","","","1","50.0","1","1","1.00","100.0","18.3","18.3","3.6","3.6"
"1161","Tyler Allgeier","ATL","RB","1","2023","1","17","CHI","5","13","13.0","2.60","0","0","1","","0","","0.0","","40.0","60.0","1","0.20","16","3.20","123.1","-0.60","4","80.0","11","0","2.75","25.0","1","20.0","2","0","2.00","100.0","15.8","15.8","3.9","3.9"
"1162","Mac Jones","NE","QB","1","2023","1","3","NYJ","4","13","13.0","3.25","0","0","2","","0","","0.0","","75.0","25.0","0","","-1","-0.25","-7.7","1.25","0","","0","0","","","0","","0","0","","","13.3","13.3","1.5","1.5"
"1163","Trey Sermon","IND","RB","1","2023","1","14","CIN","3","13","13.0","4.33","0","0","1","","0","","0.0","","33.3","66.7","0","","3","1.00","23.1","3.33","1","33.3","2","0","2.00","","2","66.7","11","0","5.50","50.0","1.3","1.3","1.4","1.4"
"1164","Roschon Johnson","CHI","RB","1","2023","1","4","DEN","5","13","13.0","2.60","0","0","0","","0","","100.0","","20.0","80.0","0","","5","1.00","38.5","1.60","4","80.0","13","0","3.25","25.0","1","20.0","0","0","","","2.5","2.5","6.6","6.6"
"1165","Dalvin Cook","NYJ","RB","1","2023","1","14","HST","7","13","13.0","1.86","0","0","0","","0","","0.0","","14.3","71.4","1","0.14","16","2.29","123.1","-0.43","4","57.1","9","0","2.25","25.0","3","42.9","4","0","1.33","","1.8","1.8","4.6","4.6"
"1166","Zonovan Knight","DET","RB","1","2023","1","3","ATL","3","13","13.0","4.33","0","0","0","","0","","0.0","","33.3","33.3","2","0.67","9","3.00","69.2","1.33","2","66.7","10","0","5.00","50.0","1","33.3","3","0","3.00","","1.3","1.3","1.8","1.8"
"1167","Keaontay Ingram","ARZ","RB","1","2023","1","3","DAL","5","13","13.0","2.60","0","0","0","","0","","0.0","","40.0","60.0","1","0.20","7","1.40","53.8","1.20","1","20.0","7","0","7.00","100.0","4","80.0","6","0","1.50","25.0","3.1","3.1","4.5","4.5"
"1168","Russell Wilson","DEN","QB","1","2023","1","4","CHI","4","13","13.0","3.25","0","0","2","","0","","0.0","","50.0","","0","","2","0.50","15.4","0.00","0","","0","0","","","0","","0","0","","","22.2","22.2","2.4","2.4"
"1169","Kenneth Gainwell","PHI","RB","1","2023","1","6","NYJ","2","13","13.0","6.50","0","0","1","","0","","0.0","","50.0","50.0","2","1.00","8","4.00","61.5","2.50","2","100.0","13","0","6.50","50.0","0","","0","0","","","2.7","2.7","4.1","4.1"
"1170","Trevor Siemian","NYJ","QB","1","2023","1","17","CLV","4","13","13.0","3.25","0","0","2","","0","","0.0","","50.0","25.0","0","","7","1.75","53.8","0.50","0","","0","0","","","0","","0","0","","","14.7","14.7","3.3","3.3"
"1171","Ezekiel Elliott","NE","RB","1","2023","1","2","MIA","5","13","13.0","2.60","0","0","1","","0","","0.0","","20.0","80.0","1","0.20","9","1.80","69.2","0.80","5","100.0","13","0","2.60","20.0","0","","0","0","","","1.3","1.3","2.2","2.2"
"1172","Josh Allen","BUF","QB","1","2023","1","10","DEN","4","13","13.0","3.25","1","1","1","","0","","0.0","25.0","50.0","50.0","0","","3","0.75","23.1","1.00","1","25.0","0","0","","","2","50.0","7","0","3.50","50.0","17.4","17.4","3.1","3.1"
"1173","Najee Harris","PIT","RB","1","2023","1","8","JAX","7","13","13.0","1.86","0","0","0","","0","","0.0","","14.3","71.4","0","","11","1.57","84.6","0.29","2","28.6","1","0","0.50","","5","71.4","12","0","2.40","20.0","10.5","10.5","10.9","10.9"
"1174","Geno Smith","SEA","QB","1","2023","1","10","WAS","1","13","13.0","13.00","0","0","1","","0","","0.0","","100.0","","1","1.00","10","10.00","76.9","0.00","0","","0","0","","","0","","0","0","","","24.1","24.1","0.9","0.9"
"1175","Matt Breida","NYG","RB","1","2023","1","8","NYJ","5","13","13.0","2.60","0","0","0","","0","","0.0","","","60.0","0","","10","2.00","76.9","0.60","2","40.0","7","0","3.50","","3","60.0","6","0","2.00","","2.7","2.7","4.4","4.4"
