"Player Details","","","","","","","","","Rushing","","","","","","","Advanced","","","","","","","","","","","","","Zone Concept","","","","","","Man/Gap Concept","","","","","","FPTS","","",""
"361","Breece Hall","NYJ","RB","1","2025","1","11","NE","14","58","58.0","4.14","0","0","3","","0","","0.0","","64.3","28.6","1","0.07","17","1.21","29.3","2.93","11","78.6","47","0","4.27","72.7","3","21.4","11","0","3.67","33.3","8.4","8.4","9.2","9.2"
"362","Saquon Barkley","PHI","RB","1","2025","1","6","NYG","12","58","58.0","4.83","0","0","3","16.7","36","62.1","20.0","","41.7","50.0","4","0.33","32","2.67","55.2","2.17","7","58.3","39","0","5.57","42.9","5","41.7","19","0","3.80","40.0","8.7","8.7","12.9","12.9"
"363","Travis Etienne","JAX","RB","1","2025","1","10","HST","16","58","58.0","3.63","1","0","3","","0","","50.0","6.3","37.5","56.3","0","","39","2.44","67.2","1.19","6","37.5","24","0","4.00","33.3","10","62.5","34","1","3.40","40.0","15.7","15.7","16.8","16.8"
"364","Isaiah Davis","NYJ","RB","1","2025","1","15","JAX","9","58","58.0","6.44","1","0","2","11.1","24","41.4","0.0","11.1","77.8","22.2","0","","17","1.89","29.3","4.56","5","55.6","39","1","7.80","80.0","4","44.4","19","0","4.75","75.0","13.5","13.5","5.8","5.8"
"365","Blake Corum","LA","RB","1","2025","1","9","NO","13","58","58.0","4.46","0","0","3","7.7","21","36.2","0.0","","61.5","38.5","5","0.38","17","1.31","29.3","3.15","8","61.5","34","0","4.25","37.5","5","38.5","24","0","4.80","100.0","5.8","5.8","5.5","5.5"
"366","Isiah Pacheco","KC","RB","1","2025","1","8","WAS","12","58","58.0","4.83","0","0","3","","0","","0.0","","58.3","33.3","1","0.08","33","2.75","56.9","2.08","5","41.7","28","0","5.60","60.0","7","58.3","30","0","4.29","57.1","5.8","5.8","6.2","6.2"
"367","Jonathan Taylor","IND","RB","1","2025","1","12","KC","16","58","58.0","3.63","0","0","2","6.3","27","46.6","100.0","","43.8","56.3","1","0.06","28","1.75","48.3","1.88","9","56.3","20","0","2.22","44.4","7","43.8","38","0","5.43","42.9","8.6","8.6","13.9","13.9"
"368","Rico Dowdle","CAR","RB","1","2025","1","13","LA","18","58","58.0","3.22","0","0","2","5.6","17","29.3","0.0","","27.8","55.6","2","0.11","27","1.50","46.6","1.72","11","61.1","47","0","4.27","36.4","7","38.9","11","0","1.57","14.3","9.9","9.9","11.8","11.8"
"369","D'Andre Swift","CHI","RB","1","2025","1","16","GB","13","58","58.0","4.46","0","0","2","","0","","0.0","","61.5","30.8","1","0.08","41","3.15","70.7","1.31","8","61.5","49","0","6.13","75.0","5","38.5","9","0","1.80","40.0","9.0","9.0","10.4","10.4"
"370","Caleb Williams","CHI","QB","1","2025","1","1","MIN","6","58","58.0","9.67","1","0","4","","0","","0.0","16.7","83.3","16.7","1","0.17","0","","","0.00","0","","0","0","","","0","","0","0","","","24.2","24.2","3.9","3.9"
"371","Kareem Hunt","KC","RB","1","2025","1","13","DAL","14","58","58.0","4.14","0","0","3","","0","","50.0","","57.1","42.9","1","0.07","34","2.43","58.6","1.71","12","85.7","51","0","4.25","58.3","2","14.3","7","0","3.50","50.0","9.0","9.0","11.9","11.9"
"372","RJ Harvey","DEN","RB","1","2025","1","4","CIN","14","58","58.0","4.14","0","0","2","","0","","100.0","","42.9","50.0","3","0.21","45","3.21","77.6","0.93","5","35.7","20","0","4.00","40.0","8","57.1","36","0","4.50","50.0","19.8","19.8","16.7","16.7"
"373","Chuba Hubbard","CAR","RB","1","2025","1","1","JAX","16","57","57.0","3.56","0","0","3","","0","","0.0","","62.5","37.5","0","","23","1.44","40.4","2.13","11","68.8","34","0","3.09","54.5","5","31.3","23","0","4.60","80.0","17.9","17.9","16.9","16.9"
"374","Jordan Mason","MIN","RB","1","2025","1","7","PHI","15","57","57.0","3.80","1","0","5","","0","","50.0","6.7","66.7","33.3","0","","38","2.53","66.7","1.27","9","60.0","32","0","3.56","44.4","6","40.0","25","1","4.17","100.0","11.7","11.7","10.8","10.8"
"375","Isiah Pacheco","KC","RB","1","2025","1","7","LV","15","57","57.0","3.80","1","0","5","","0","","0.0","6.7","53.3","40.0","3","0.20","32","2.13","56.1","1.67","15","100.0","57","1","3.80","53.3","0","","0","0","","","12.4","12.4","10.3","10.3"
"376","Tyler Allgeier","ATL","RB","1","2025","1","10","IND","11","57","57.0","5.18","2","0","5","","0","","100.0","18.2","81.8","18.2","4","0.36","26","2.36","45.6","2.82","10","90.9","50","2","5.00","80.0","1","9.1","7","0","7.00","100.0","17.7","17.7","11.2","11.2"
"377","Justin Herbert","LAC","QB","1","2025","1","9","TEN","9","57","57.0","6.33","1","0","6","11.1","29","50.9","66.7","11.1","88.9","","0","","12","1.33","21.1","0.56","0","","0","0","","","0","","0","0","","","28.7","28.7","7.7","7.7"
"378","Patrick Mahomes","KC","QB","1","2025","1","1","LAC","6","57","57.0","9.50","1","0","5","16.7","15","26.3","0.0","16.7","100.0","","1","0.17","1","0.17","1.8","0.00","0","","0","0","","","0","","0","0","","","26.0","26.0","2.8","2.8"
"379","Bam Knight","ARZ","RB","1","2025","1","7","GB","14","57","57.0","4.07","0","0","2","","0","","0.0","","57.1","42.9","1","0.07","14","1.00","24.6","3.07","4","28.6","20","0","5.00","75.0","10","71.4","37","0","3.70","50.0","9.4","9.4","14.7","14.7"
"380","Christian McCaffrey","SF","RB","1","2025","1","5","LA","22","57","57.0","2.59","0","0","2","","0","","50.0","","40.9","54.5","0","","39","1.77","68.4","0.82","18","81.8","39","0","2.17","38.9","4","18.2","18","0","4.50","50.0","27.9","27.9","26.8","26.8"
"381","Tank Bigsby","PHI","RB","1","2025","1","15","LV","17","57","57.0","3.35","0","0","3","","0","","57.1","","52.9","47.1","3","0.18","45","2.65","78.9","0.71","6","35.3","18","0","3.00","66.7","11","64.7","39","0","3.55","45.5","5.7","5.7","18.5","18.5"
"382","David Montgomery","DET","RB","1","2025","1","2","CHI","11","57","57.0","5.18","1","0","4","9.1","18","31.6","100.0","9.1","54.5","45.5","3","0.27","26","2.36","45.6","2.82","9","81.8","52","0","5.78","44.4","2","18.2","5","1","2.50","100.0","13.1","13.1","13.1","13.1"
"383","Jordan Mason","MIN","RB","1","2025","1","4","PIT","16","57","57.0","3.56","0","1","5","","0","","100.0","","50.0","50.0","0","","26","1.63","45.6","1.94","8","50.0","18","0","2.25","37.5","7","43.8","30","0","4.29","57.1","10.2","10.2","14.0","14.0"
"384","Kyle Monangai","CHI","RB","1","2025","1","14","GB","14","57","57.0","4.07","0","0","1","","0","","0.0","","28.6","35.7","2","0.14","17","1.21","29.8","2.86","10","71.4","36","0","3.60","30.0","4","28.6","21","0","5.25","25.0","8.7","8.7","10.2","10.2"
"385","Tony Pollard","TEN","RB","1","2025","1","9","LAC","10","56","56.0","5.60","0","0","3","10.0","16","28.6","100.0","","50.0","50.0","1","0.10","21","2.10","37.5","3.50","4","40.0","24","0","6.00","50.0","6","60.0","32","0","5.33","50.0","7.8","7.8","15.4","15.4"
"386","Blake Corum","LA","RB","1","2025","1","10","SF","13","56","56.0","4.31","0","0","4","7.7","15","26.8","50.0","","53.8","38.5","0","","26","2.00","46.4","2.31","9","69.2","53","0","5.89","66.7","4","30.8","3","0","0.75","25.0","5.6","5.6","11.0","11.0"
"387","Nick Chubb","HST","RB","1","2025","1","8","SF","17","56","56.0","3.29","0","0","0","","0","","0.0","","47.1","41.2","0","","37","2.18","66.1","1.12","4","23.5","17","0","4.25","75.0","13","76.5","39","0","3.00","38.5","8.9","8.9","11.1","11.1"
"388","Kenneth Walker","SEA","RB","1","2025","1","13","MIN","13","56","56.0","4.31","0","0","3","7.7","24","42.9","0.0","","46.2","46.2","1","0.08","36","2.77","64.3","1.54","6","46.2","41","0","6.83","66.7","7","53.8","15","0","2.14","28.6","10.4","10.4","11.7","11.7"
"389","Saquon Barkley","PHI","RB","1","2025","1","13","CHI","13","56","56.0","4.31","0","0","1","7.7","15","26.8","0.0","","61.5","30.8","0","","27","2.08","48.2","2.23","12","92.3","54","0","4.50","66.7","1","7.7","2","0","2.00","","5.6","5.6","9.5","9.5"
"390","Travis Etienne","JAX","RB","1","2025","1","3","HST","16","56","56.0","3.50","1","0","2","","0","","0.0","6.3","37.5","56.3","4","0.25","36","2.25","64.3","1.25","8","50.0","25","0","3.13","37.5","7","43.8","25","1","3.57","28.6","11.6","11.6","10.4","10.4"
"391","Jaylen Wright","MIA","RB","1","2025","1","17","TB","5","56","56.0","11.20","0","0","1","20.0","32","57.1","0.0","","60.0","20.0","2","0.40","17","3.40","30.4","7.80","3","60.0","16","0","5.33","66.7","2","40.0","40","0","20.00","50.0","5.6","5.6","2.5","2.5"
"392","Jaxson Dart","NYG","QB","1","2025","1","9","SF","8","56","56.0","7.00","1","0","5","12.5","18","32.1","0.0","12.5","75.0","12.5","1","0.13","3","0.38","5.4","1.75","0","","0","0","","","4","50.0","16","1","4.00","50.0","27.2","27.2","6.6","6.6"
"393","Brashard Smith","KC","RB","1","2025","1","18","LV","12","56","56.0","4.67","0","0","3","","0","","0.0","","41.7","50.0","1","0.08","26","2.17","46.4","2.50","8","66.7","31","0","3.88","37.5","4","33.3","25","0","6.25","50.0","7.8","7.8","11.0","11.0"
"394","Omarion Hampton","LAC","RB","1","2025","1","14","PHI","13","56","56.0","4.31","0","0","4","15.4","33","58.9","0.0","","30.8","61.5","0","","17","1.31","30.4","3.00","11","84.6","35","0","3.18","27.3","2","15.4","21","0","10.50","50.0","14.7","14.7","11.7","11.7"
"395","Michael Carter","ARZ","RB","1","2025","1","15","HST","14","56","56.0","4.00","0","0","4","","0","","100.0","","71.4","28.6","1","0.07","22","1.57","39.3","2.43","7","50.0","26","0","3.71","71.4","7","50.0","30","0","4.29","71.4","13.4","13.4","13.7","13.7"
"396","Christian McCaffrey","SF","RB","1","2025","1","2","NO","13","55","55.0","4.23","0","0","4","","0","","0.0","","69.2","30.8","3","0.23","37","2.85","67.3","1.38","10","76.9","48","0","4.80","70.0","3","23.1","7","0","2.33","66.7","22.7","22.7","18.1","18.1"
"397","Josh Jacobs","GB","RB","1","2025","1","7","ARZ","13","55","55.0","4.23","2","0","4","","0","","100.0","15.4","61.5","38.5","2","0.15","22","1.69","40.0","2.54","8","61.5","35","0","4.38","62.5","5","38.5","20","2","4.00","60.0","18.8","18.8","13.1","13.1"
"398","Marcus Mariota","WAS","QB","1","2025","1","13","DEN","10","55","55.0","5.50","0","0","5","10.0","19","34.5","0.0","","60.0","22.2","0","","5","0.50","9.1","2.30","1","10.0","2","0","2.00","100.0","4","40.0","24","0","6.00","50.0","24.3","24.3","4.3","4.3"
"399","Jaxson Dart","NYG","QB","1","2025","1","5","NO","7","55","55.0","7.86","0","0","4","14.3","20","36.4","0.0","","71.4","28.6","2","0.29","12","1.71","21.8","1.00","0","","0","0","","","2","28.6","11","0","5.50","50.0","18.6","18.6","3.5","3.5"
"400","Bucky Irving","TB","RB","1","2025","1","14","NO","15","55","55.0","3.67","0","0","3","6.7","32","58.2","0.0","","33.3","53.3","2","0.13","24","1.60","43.6","2.07","8","53.3","61","0","7.63","62.5","7","46.7","-6","0","-0.86","","16.1","16.1","11.0","11.0"
"401","De'Von Achane","MIA","RB","1","2025","1","1","IND","7","55","55.0","7.86","0","0","2","28.6","41","74.5","0.0","","57.1","42.9","0","","39","5.57","70.9","2.29","5","71.4","31","0","6.20","60.0","2","28.6","24","0","12.00","50.0","16.5","16.5","8.4","8.4"
"402","TreVeyon Henderson","NE","RB","1","2025","1","9","ATL","14","55","55.0","3.93","0","0","2","","0","","0.0","","71.4","28.6","0","","24","1.71","43.6","2.21","3","21.4","15","0","5.00","100.0","11","78.6","40","0","3.64","63.6","12.7","12.7","15.3","15.3"
"403","Tyler Shough","NO","QB","1","2025","1","14","TB","7","55","55.0","7.86","2","0","3","14.3","34","61.8","0.0","28.6","42.9","40.0","0","","5","0.71","9.1","5.29","4","57.1","45","1","11.25","50.0","0","","0","0","","","22.3","22.3","3.2","3.2"
"404","D'Andre Swift","CHI","RB","1","2025","1","17","SF","9","54","54.0","6.00","2","0","3","11.1","22","40.7","50.0","22.2","66.7","33.3","2","0.22","35","3.89","64.8","2.11","4","44.4","42","1","10.50","75.0","5","55.6","12","1","2.40","60.0","21.9","21.9","11.1","11.1"
"405","Breece Hall","NYJ","RB","1","2025","1","16","NO","16","54","54.0","3.38","0","0","5","","0","","0.0","","56.3","31.3","3","0.19","28","1.75","51.9","1.63","14","87.5","48","0","3.43","57.1","2","12.5","6","0","3.00","50.0","8.3","8.3","10.6","10.6"
"406","Dillon Gabriel","CLV","QB","1","2025","1","10","NYJ","5","54","54.0","10.80","0","0","3","40.0","34","63.0","0.0","","80.0","","3","0.60","6","1.20","11.1","0.00","0","","0","0","","","0","","0","0","","","20.1","20.1","3.0","3.0"
"407","Rico Dowdle","CAR","RB","1","2025","1","8","BUF","8","54","54.0","6.75","0","0","2","12.5","24","44.4","0.0","","62.5","37.5","3","0.38","36","4.50","66.7","2.25","5","62.5","41","0","8.20","80.0","3","37.5","13","0","4.33","33.3","5.4","5.4","4.1","4.1"
"408","Rhamondre Stevenson","NE","RB","1","2025","1","2","MIA","11","54","54.0","4.91","0","0","2","9.1","21","38.9","0.0","","36.4","63.6","3","0.27","40","3.64","74.1","1.27","6","54.5","27","0","4.50","33.3","4","36.4","33","0","8.25","50.0","21.2","21.2","14.1","14.1"
"409","Trevor Lawrence","JAX","QB","1","2025","1","5","KC","10","54","54.0","5.40","2","1","6","10.0","16","29.6","100.0","20.0","70.0","30.0","2","0.20","13","1.30","24.1","0.30","1","10.0","2","0","2.00","100.0","1","10.0","2","0","2.00","","28.2","28.2","12.4","12.4"
"410","Jahmyr Gibbs","DET","RB","1","2025","1","5","CIN","12","54","54.0","4.50","0","0","3","","0","","0.0","","58.3","33.3","1","0.08","17","1.42","31.5","3.08","4","33.3","21","0","5.25","100.0","7","58.3","31","0","4.43","42.9","16.7","16.7","9.8","9.8"
"411","Javonte Williams","DAL","RB","1","2025","1","17","WAS","13","54","54.0","4.15","1","0","4","","0","","100.0","7.7","61.5","30.8","1","0.08","43","3.31","79.6","0.85","7","53.8","27","1","3.86","57.1","6","46.2","27","0","4.50","66.7","11.4","11.4","11.5","11.5"
"412","Christian McCaffrey","SF","RB","1","2025","1","6","TB","17","54","54.0","3.18","1","0","4","","0","","100.0","5.9","47.1","35.3","3","0.18","23","1.35","42.6","1.82","9","52.9","27","0","3.00","44.4","8","47.1","27","1","3.38","50.0","24.1","24.1","29.7","29.7"
"413","Javonte Williams","DAL","RB","1","2025","1","1","PHI","15","54","54.0","3.60","2","0","5","","0","","100.0","13.3","80.0","20.0","0","","32","2.13","59.3","1.47","7","46.7","26","1","3.71","57.1","6","40.0","20","1","3.33","100.0","20.4","20.4","16.8","16.8"
"414","Jaxson Dart","NYG","QB","1","2025","1","4","LAC","10","54","54.0","5.40","1","1","5","10.0","15","27.8","20.0","10.0","60.0","40.0","0","","12","1.20","22.2","2.70","1","10.0","-2","0","-2.00","","5","50.0","33","1","6.60","80.0","19.8","19.8","9.6","9.6"
"415","Kyren Williams","LA","RB","1","2025","1","7","JAX","12","54","54.0","4.50","0","0","3","","0","","66.7","","58.3","41.7","1","0.08","19","1.58","35.2","2.92","5","41.7","18","0","3.60","60.0","7","58.3","36","0","5.14","57.1","8.5","8.5","13.9","13.9"
"416","Jaret Patterson","LAC","RB","1","2025","1","13","LV","11","54","54.0","4.91","1","0","3","9.1","22","40.7","50.0","9.1","54.5","45.5","2","0.18","23","2.09","42.6","2.82","5","45.5","28","0","5.60","20.0","6","54.5","26","1","4.33","83.3","11.4","11.4","9.4","9.4"
"417","Caleb Williams","CHI","QB","1","2025","1","9","CIN","5","53","53.0","10.60","0","0","2","","0","","0.0","","100.0","","1","0.20","13","2.60","24.5","0.00","0","","0","0","","","0","","0","0","","","38.7","38.7","10.5","10.5"
"418","Christian McCaffrey","SF","RB","1","2025","1","13","CLV","20","53","53.0","2.65","1","0","4","","0","","83.3","5.0","35.0","60.0","4","0.20","41","2.05","77.4","0.60","16","80.0","43","1","2.69","43.8","4","20.0","10","0","2.50","","17.4","17.4","24.7","24.7"
"419","Miles Sanders","DAL","RB","1","2025","1","1","PHI","4","53","53.0","13.25","0","1","1","25.0","49","92.5","0.0","","25.0","75.0","0","","14","3.50","26.4","9.75","2","50.0","4","0","2.00","","2","50.0","49","0","24.50","50.0","5.0","5.0","5.0","5.0"
"420","D'Andre Swift","CHI","RB","1","2025","1","1","MIN","17","53","53.0","3.12","0","0","2","","0","","0.0","","35.3","58.8","1","0.06","29","1.71","54.7","1.41","12","70.6","48","0","4.00","41.7","5","29.4","5","0","1.00","20.0","9.5","9.5","18.2","18.2"
"421","Daniel Jones","IND","QB","1","2025","1","10","ATL","7","53","53.0","7.57","0","0","3","14.3","19","35.8","0.0","","57.1","","0","","5","0.71","9.4","0.14","0","","0","0","","","0","","0","0","","","17.5","17.5","3.1","3.1"
"422","Rachaad White","TB","RB","1","2025","1","14","NO","11","53","53.0","4.82","0","0","3","","0","","0.0","","54.5","27.3","0","","33","3.00","62.3","1.82","7","63.6","43","0","6.14","71.4","4","36.4","10","0","2.50","25.0","6.5","6.5","7.1","7.1"
"423","Jawhar Jordan","HST","RB","1","2025","1","16","LV","15","53","53.0","3.53","0","0","3","","0","","0.0","","33.3","66.7","2","0.13","52","3.47","98.1","0.07","10","66.7","32","0","3.20","30.0","5","33.3","21","0","4.20","40.0","12.0","12.0","15.0","15.0"
"424","Brian Robinson","SF","RB","1","2025","1","9","NYG","5","53","53.0","10.60","1","0","4","40.0","34","64.2","0.0","20.0","100.0","","3","0.60","35","7.00","66.0","3.60","3","60.0","39","1","13.00","100.0","2","40.0","14","0","7.00","100.0","11.3","11.3","2.2","2.2"
"425","Blake Corum","LA","RB","1","2025","1","3","PHI","8","53","53.0","6.63","0","0","4","","0","","0.0","","75.0","25.0","0","","24","3.00","45.3","3.63","5","62.5","38","0","7.60","80.0","3","37.5","15","0","5.00","66.7","5.3","5.3","4.2","4.2"
"426","Tyler Huntley","BLT","QB","1","2025","1","8","CHI","8","53","53.0","6.63","0","0","4","12.5","29","54.7","0.0","","50.0","50.0","0","","11","1.38","20.8","1.88","3","37.5","6","0","2.00","33.3","1","12.5","-3","0","-3.00","","16.7","16.7","3.7","3.7"
"427","Chase Brown","CIN","RB","1","2025","1","15","BLT","13","53","53.0","4.08","0","0","3","","0","","0.0","","61.5","46.2","3","0.23","27","2.08","50.9","2.00","8","61.5","41","0","5.13","75.0","5","38.5","12","0","2.40","40.0","16.0","16.0","17.3","17.3"
"428","Josh Allen","BUF","QB","1","2025","1","5","NE","9","53","53.0","5.89","0","1","3","11.1","19","35.8","100.0","","66.7","33.3","2","0.22","19","2.11","35.8","0.11","0","","0","0","","","0","","0","0","","","21.4","21.4","4.6","4.6"
"429","Aaron Jones","MIN","RB","1","2025","1","17","DET","18","53","53.0","2.94","1","0","3","","0","","100.0","5.6","33.3","55.6","0","","30","1.67","56.6","1.28","14","77.8","48","1","3.43","35.7","4","22.2","5","0","1.25","25.0","15.3","15.3","20.9","20.9"
"430","James Cook","BUF","RB","1","2025","1","10","MIA","13","53","53.0","4.08","0","1","2","","0","","0.0","","30.8","69.2","3","0.23","63","4.85","118.9","-0.77","5","38.5","18","0","3.60","40.0","8","61.5","35","0","4.38","25.0","11.7","11.7","14.1","14.1"
"431","Sean Tucker","TB","RB","1","2025","1","10","NE","9","53","53.0","5.89","0","0","5","11.1","18","34.0","0.0","","66.7","33.3","1","0.11","22","2.44","41.5","3.44","6","66.7","21","0","3.50","50.0","3","33.3","32","0","10.67","100.0","6.1","6.1","7.5","7.5"
"432","TreVeyon Henderson","NE","RB","1","2025","1","18","MIA","13","53","53.0","4.08","2","0","4","","0","","66.7","15.4","61.5","38.5","3","0.23","27","2.08","50.9","2.00","2","15.4","8","0","4.00","50.0","11","84.6","45","2","4.09","63.6","17.3","17.3","10.0","10.0"
"433","Rico Dowdle","CAR","RB","1","2025","1","10","NO","18","53","53.0","2.94","1","0","4","","0","","100.0","5.6","27.8","55.6","3","0.17","33","1.83","62.3","1.11","8","44.4","33","0","4.13","25.0","9","50.0","16","1","1.78","22.2","15.3","15.3","14.2","14.2"
"434","Jordan Mason","MIN","RB","1","2025","1","14","WAS","11","52","52.0","4.73","1","0","3","","0","","0.0","9.1","72.7","27.3","1","0.09","34","3.09","65.4","1.64","7","63.6","35","0","5.00","71.4","4","36.4","17","1","4.25","75.0","11.2","11.2","5.7","5.7"
"435","Christian McCaffrey","SF","RB","1","2025","1","3","ARZ","17","52","52.0","3.06","0","0","3","5.9","15","28.8","100.0","","41.2","52.9","4","0.24","38","2.24","73.1","0.82","14","82.4","39","0","2.79","35.7","3","17.6","13","0","4.33","66.7","24.0","24.0","36.7","36.7"
"436","Zach Charbonnet","SEA","RB","1","2025","1","13","MIN","14","52","52.0","3.71","1","0","4","7.1","17","32.7","0.0","7.1","57.1","42.9","3","0.21","61","4.36","117.3","-0.64","7","50.0","29","1","4.14","57.1","6","42.9","23","0","3.83","66.7","11.2","11.2","9.5","9.5"
"437","Jaylen Warren","PIT","RB","1","2025","1","6","CLV","11","52","52.0","4.73","0","0","3","","0","","0.0","","36.4","45.5","4","0.36","31","2.82","59.6","1.91","9","81.8","38","0","4.22","33.3","2","18.2","14","0","7.00","50.0","8.3","8.3","9.0","9.0"
"438","Chris Rodriguez","WAS","RB","1","2025","1","14","MIN","10","52","52.0","5.20","0","0","2","10.0","15","28.8","100.0","","80.0","20.0","2","0.20","40","4.00","76.9","1.20","4","40.0","12","0","3.00","50.0","6","60.0","40","0","6.67","100.0","5.2","5.2","6.2","6.2"
"439","Jordan Mason","MIN","RB","1","2025","1","5","CLV","13","52","52.0","4.00","1","1","3","","0","","100.0","7.7","46.2","46.2","1","0.08","24","1.85","46.2","2.15","9","69.2","31","1","3.44","55.6","4","30.8","21","0","5.25","25.0","13.6","13.6","14.4","14.4"
"440","Tyjae Spears","TEN","RB","1","2025","1","16","KC","13","52","52.0","4.00","1","0","4","7.7","15","28.8","100.0","7.7","46.2","46.2","2","0.15","18","1.38","34.6","2.62","7","53.8","38","0","5.43","57.1","4","30.8","10","1","2.50","25.0","21.5","21.5","17.2","17.2"
"441","Jayden Daniels","WAS","QB","1","2025","1","6","CHI","10","52","52.0","5.20","0","1","2","20.0","33","63.5","0.0","","40.0","44.4","1","0.10","5","0.50","9.6","-0.50","0","","0","0","","","3","30.0","-1","0","-0.33","","23.6","23.6","4.4","4.4"
"442","Kenneth Walker","SEA","RB","1","2025","1","17","CAR","15","51","51.0","3.40","0","0","1","6.7","16","31.4","0.0","","26.7","60.0","6","0.40","30","2.00","58.8","1.40","9","60.0","44","0","4.89","33.3","5","33.3","13","0","2.60","20.0","7.7","7.7","10.3","10.3"
"443","Trevor Lawrence","JAX","QB","1","2025","1","15","NYJ","5","51","51.0","10.20","1","0","3","40.0","35","68.6","0.0","20.0","100.0","","0","","8","1.60","15.7","0.60","0","","0","0","","","0","","0","0","","","44.3","44.3","3.3","3.3"
"444","Isiah Pacheco","KC","RB","1","2025","1","6","DET","12","51","51.0","4.25","0","0","3","","0","","0.0","","50.0","50.0","0","","21","1.75","41.2","2.50","10","83.3","38","0","3.80","50.0","2","16.7","13","0","6.50","50.0","6.1","6.1","11.6","11.6"
"445","Rachaad White","TB","RB","1","2025","1","11","BUF","10","51","51.0","5.10","0","0","5","","0","","0.0","","70.0","30.0","3","0.30","20","2.00","39.2","3.10","4","40.0","20","0","5.00","75.0","4","40.0","20","0","5.00","75.0","8.2","8.2","7.6","7.6"
"446","Jayden Daniels","WAS","QB","1","2025","1","9","SEA","10","51","51.0","5.10","1","0","2","","0","","50.0","10.0","50.0","20.0","0","","11","1.10","21.6","0.10","0","","0","0","","","1","10.0","1","1","1.00","100.0","16.2","16.2","7.8","7.8"
"447","Tyler Allgeier","ATL","RB","1","2025","1","4","WAS","16","51","51.0","3.19","1","0","3","12.5","34","66.7","100.0","6.3","25.0","68.8","5","0.31","26","1.63","51.0","1.56","12","75.0","35","0","2.92","25.0","4","25.0","16","1","4.00","25.0","11.1","11.1","8.5","8.5"
"448","Rhamondre Stevenson","NE","RB","1","2025","1","16","BLT","8","51","51.0","6.38","1","0","3","12.5","21","41.2","0.0","12.5","62.5","37.5","0","","14","1.75","27.5","4.63","1","12.5","7","0","7.00","100.0","7","87.5","44","1","6.29","57.1","17.8","17.8","8.6","8.6"
"449","Michael Carter","ARZ","RB","1","2025","1","5","TEN","18","51","51.0","2.83","1","0","2","","0","","50.0","5.6","38.9","55.6","2","0.11","23","1.28","45.1","1.56","4","22.2","10","0","2.50","25.0","14","77.8","41","1","2.93","42.9","18.3","18.3","21.4","21.4"
"450","Rhamondre Stevenson","NE","RB","1","2025","1","15","BUF","6","50","50.0","8.33","0","0","4","16.7","15","30.0","0.0","","100.0","","2","0.33","20","3.33","40.0","5.00","4","66.7","27","0","6.75","100.0","2","33.3","23","0","11.50","100.0","10.7","10.7","7.3","7.3"
"451","Kenneth Gainwell","PIT","RB","1","2025","1","16","DET","9","50","50.0","5.56","0","0","3","11.1","18","36.0","0.0","","55.6","33.3","3","0.33","33","3.67","66.0","1.89","5","55.6","21","0","4.20","20.0","2","22.2","10","0","5.00","100.0","23.8","23.8","16.1","16.1"
"452","Ashton Jeanty","LV","RB","1","2025","1","12","CLV","17","50","50.0","2.94","0","0","1","","0","","0.0","","23.5","52.9","2","0.12","35","2.06","70.0","0.88","9","52.9","6","0","0.67","","8","47.1","44","0","5.50","50.0","24.8","24.8","21.6","21.6"
"453","RJ Harvey","DEN","RB","1","2025","1","16","JAX","7","50","50.0","7.14","1","0","3","14.3","38","76.0","0.0","14.3","57.1","42.9","2","0.29","34","4.86","68.0","2.29","3","42.9","43","1","14.33","66.7","4","57.1","7","0","1.75","50.0","22.1","22.1","10.0","10.0"
"454","Derrick Henry","BLT","RB","1","2025","1","3","DET","12","50","50.0","4.17","1","1","2","8.3","28","56.0","100.0","8.3","50.0","66.7","0","","15","1.25","30.0","2.92","7","58.3","12","0","1.71","28.6","5","41.7","38","1","7.60","80.0","11.7","11.7","15.0","15.0"
"455","Travis Etienne","JAX","RB","1","2025","1","16","DEN","16","50","50.0","3.13","0","0","2","6.3","24","48.0","0.0","","25.0","68.8","2","0.13","25","1.56","50.0","1.56","8","50.0","6","0","0.75","","7","43.8","49","0","7.00","57.1","16.6","16.6","17.2","17.2"
"456","Drake Maye","NE","QB","1","2025","1","8","CLV","7","50","50.0","7.14","0","0","2","28.6","44","88.0","0.0","","42.9","25.0","2","0.29","4","0.57","8.0","-0.43","0","","0","0","","","0","","0","0","","","27.3","27.3","2.0","2.0"
"457","Kyle Monangai","CHI","RB","1","2025","1","16","GB","9","50","50.0","5.56","0","0","4","","0","","100.0","","55.6","44.4","2","0.22","38","4.22","76.0","1.33","6","66.7","30","0","5.00","50.0","2","22.2","20","0","10.00","100.0","12.3","12.3","12.9","12.9"
"458","Kyren Williams","LA","RB","1","2025","1","6","BLT","13","50","50.0","3.85","1","0","3","","0","","100.0","7.7","53.8","38.5","0","","28","2.15","56.0","1.69","8","61.5","30","1","3.75","62.5","5","38.5","20","0","4.00","40.0","16.7","16.7","11.9","11.9"
"459","Marcus Mariota","WAS","QB","1","2025","1","11","MIA","4","49","49.0","12.25","0","0","1","25.0","44","89.8","25.0","","50.0","50.0","0","","7","1.75","14.3","1.00","0","","0","0","","","3","75.0","5","0","1.67","33.3","16.4","16.4","3.7","3.7"
